id,Year,Author,Title
579,2015,"Sandford,John",GatheringPrey
580,2015,"Scottoline,Lisa",EveryFifteenMinutes
581,2015,"Sherratt,Mel",FollowtheLeader
582,2015,"Stelmach,Orest",TheAlterGirl
583,2015,"Stokes,Paula",LiarsInc
584,2015,"Summers,Courtney",AlltheRage
585,2015,"Swanson,Peter",TheKindWorthKilling
586,2015,"Swyler,Erika",TheBookofSpeculation
587,2015,"Thomas,Rob",VeronicaMars
588,2015,"Tremayne,SK",TheIceTwins
589,2015,"Tyson,Wendy",DyingBrand
590,2015,"Wallace,Michael",CrowHollow
591,2015,"Walsh,MO",MySunshineAway
592,2015,"White,Karen",TheSoundofGlass
593,2015,"Winspear,Jacqueline",ADangerousPlace
594,2005,"Boyden,Joseph",ThreeDayRoad
595,2005,"Fried,Golda",Nellcott
596,2005,"Gill,Charlotte",Ladykiller
597,2005,"Pate,Kathy",Alphabet
598,2006,"Cole,Trevor",TheFearsomeParticles
599,2007,"Chariandy,David",Soucouyant
600,2007,"Gowdy,Barbara",Helpless
601,2007,"ONeill,Heather",LullabiesforLittle
602,2008,"Hage,Rawi",Cockroach
603,2008,"Richards,DavidAdam",TheLostHighway
604,2008,"Stenson,Fred",GreatKaroo
605,2009,"Munro,Alice",TooMuchHappiness
606,2009,"Crummey,Michael",Galore
607,2009,"Lyon,Annabel",TheGoldenMean
608,2010,"Birdsell,Sandra",WaitingForJoe
609,2010,"Donoghue,Emma",Room
610,2010,"HaydenTaylor,Drew",MotorcyclesandSweetgrass
611,2010,"Winter,Kathleen",Annabel
612,2011,"Bezmozgis,David",TheFreeWorld
613,2011,"Endicott,Marina",LittleShadows
614,2011,"Zentner,Alexi",Touch
615,2012,"Dobozy,Tamas",Siege13
616,2012,"Hough,Robert",DrBrinkley
617,2012,"Lam,Vincent",TheHeadmastersWager
618,2012,"Snyder,Carrie",TheJulietStories
619,2013,"Bonert,Kenneth",LionSeeker
620,2013,"Boyden,Joseph",Orenda
621,2013,"McAdam,Colin",ABeautifulTruth
622,2013,"Selvadurai,Shyam",HungryGhosts
623,2014,"Crummey,Michael",Sweetland
624,2014,"Gaston,Bill",JulietWasASurprise
625,2014,"HoldenRothman,Claire",MyOctober
626,2014,"Thomas,Joan",OpeningSky
627,2006,"Behrens,Peter",LawofDreams
628,2008,"Ricci,Nino",OriginofSpecies
629,2009,"Pullinger,Kate",MistressofNothing
630,2010,"Warren,Dianne",CoolWater
631,2012,"Spalding,Linda",Purchase
632,2013,"Catton,Eleanor",Luminaries
633,2014,"King,Thomas",TheBackoftheTurtle
634,2005,"Danticat,Edwidge",DewBreaker
635,2005,"Yarbrough,Steve",PrisonersofWar
636,2006,"Fisher,Karen",ASuddenCountry
637,2006,"Salter,James",LastNight
638,2006,"Wagner,Bruce",TheChrysanthemumPalace
639,2007,"DAmbrosio,Charles",TheDeadFishMuseum
640,2007,"Eisenberg,Deborah",TwilightoftheSuperheroes
641,2007,"Hempel,Amy",TheCollectedStoriesofAmyHempel
642,2007,"Jones,EdwardP",AuntHagar
643,2008,"Dillard,Annie",TheMaytrees
644,2008,"Leavitt,David",TheIndianClerk
645,2008,"Rash,Ron",ChemistryandOtherStories
646,2009,"Bynum,SarahShun-lien",MsHempel
647,2009,"Choi,Susan",APersonofInterest
648,2009,"Price,Richard",LushLife
649,2009,"Rash,Ron",Serena
650,2010,"Kingsolver,Barbara",TheLacuna
651,2010,"Moore,Lorrie",GateAt
652,2010,"Watson,Brad",AliensinthePrimeofTheirLives
653,2010,"Whitehead,Colson",SagHarbor
654,2011,"Egan,Jennifer",AVisitFrom
655,2011,"Puchner,Eric",ModelHome
656,2012,"Banks,Russell",LostMemory
657,2012,"DeLillo,Don",TheAngelEsmeralda
658,2012,"Desai,Anita",TheArtistofDisappearance
659,2012,"Hunt,Laird",KindOne
660,2012,"Johnson,TGeronimo",HoldItTillItHurts
661,2012,"Millhauser,Steven",WeOthersNew&SelectedStories
662,2013,"Gray,Amelia",Threats
663,2013,"Mallon,Thomas",Watergate
664,2014,"Alarcon,Daniel",AtNightWeWalkinCircles
665,2014,"Everett,Percival",PercivalEverett
666,2014,"Silber,Joan",FoolsStories
667,2014,"Trueblood,Valerie",SearchPartyStoriesofRescue
668,2005,"Jin,Ha",WarTrash
669,2007,"Roth,Philip",Everyman
670,2008,"Christensen,Kate",GreatMan
671,2009,"ONeill,Joseph",Netherland
672,2010,"Alexie,Sherman",WarDances
673,2011,"Eisenberg,Deborah",TheCollectedStoriesofDeborahEisenberg
674,2012,"Otsuka,Julie",BuddhaIn
675,2013,"AlireSaenz,Benjamin",EverythingBeginsandEndsattheKentucky
676,2014,"Fowler,KarenJoy",WeareAll
677,2005,"Barfoot,Joan",Luck
678,2005,"Gibb,Camilla",SweetnessintheBelly
679,2005,"Moore,Lisa",Alligator
680,2005,"Ravel,Edeet",WallofLight
681,2006,"Grenville,Kate",SecretRiver
682,2006,"Hage,Rawi",DeNirosGame
683,2006,"Quiviger,Pascale",PerfectCircle
684,2006,"Soucy,Gaetan",ImmaculateConception
685,2006,"Windley,Carol",HomeSchooling
686,2007,"Ondaatje,Michael",Divisadero
687,2007,"Vassanji,MG",AssassinsSong
688,2007,"York,Alissa",Effigy
689,2008,"DeSa,Anthony",BarnacleLove
690,2008,"Endicott,Marina",GoodtoaFault
691,2008,"Swan,Mary",BoysintheTrees
692,2009,"Echlin,Kim",Disappeared
693,2009,"McAdam,Colin",Fall
694,2009,"Michaels,Anne",TheWinterVault
695,2010,"Bergen,David",TheMatterwithMorris
696,2010,"MacLeod,Alexander",LightLifting
697,2010,"Selecky,Sarah",CakeisForPartyStories
698,2011,"Coady,Lynn",Antagonist
699,2011,"Ondaatje,Michael",CatsTable
700,2012,"Ohlin,Alix",Inside
701,2012,"Richler,Nancy",ImposterBride
702,2012,"Thuy,Kim",Ru
703,2012,"Wangersky,Russell",WhirlAwayStories
704,2013,"Bock,Dennis",GoingHomeAgain
705,2013,"Davidson,Craig",CataractCity
706,2013,"Moore,Lisa",Caught
707,2013,"Vyleta,Dan",TheCrookedMaid
708,2014,"Bezmozgis,David",TheBetrayers
709,2014,"Itani,Frances",Tell
710,2014,"ONeill,Heather",GirlWhoWasSaturday
711,2014,"Toews,Miriam",AllmyPunySorrows
712,2014,"Viswanathan,Padma",EverAfterofAshwin
713,2005,"Bergen,David",TheTimeinBetween
714,2006,"Lam,Vincent",BloodlettingandMiraculousCures
715,2007,"Hay,Elizabeth",LateNights
716,2008,"Boyden,Joseph",ThroughBlackSpruce
717,2009,"Macintyre,Linden",BishopsMan
718,2010,"Skibsrud,Johanna",Sentimentalists
719,2012,"Ferguson,Will",419
720,2013,"Coady,Lynn",HellgoingStories
721,2014,"Michaels,Sean",UsConductors
722,2005,"Barnes,Julian",ArthurGeorge
723,2005,"Barry,Sebastian",LongLongWay
724,2005,"Ishiguro,Kazuo",NeverLetMeGo
725,2006,"Matar,Hisham",CountryofMen
726,2006,"Waters,Sarah",NightWatch
727,2007,"Hamid,Mohsin",ReluctantFund
728,2007,"Jones,Lloyd",MisterPip
729,2007,"Mcewan,Ian",ChesilBeach
730,2008,"Barry,Sebastian",SecretScripture
731,2008,"Ghosh,Amitav",SeaOfPoppies
732,2008,"Grant,Linda",ClothesOn
733,2008,"Hensher,Philip",NorthernClemency
734,2008,"Toltz,Steve",AFractionoftheWhole
735,2009,"Foulds,Adam",TheQuickeningMaze
736,2009,"Byatt,AS",TheChildrensBook
737,2009,"Coetzee,JM",Summertime
738,2009,"Mawer,Simon",GlassRoom
739,2009,"Waters,Sarah",LittleStranger
740,2010,"Carey,Peter",ParrotandOlivier
741,2010,"Galgut,Damon",InaStrangeRoom
742,2010,"Levy,Andrea",TheLongSong
743,2010,"Mccarthy,Tom",C
744,2011,"Birch,Carol",JamrachsMenagerie
745,2011,"DeWitt,Patrick",SistersBrothers
746,2011,"Edugyan,Esi",Halfbloodblues
747,2011,"Kelman,Stephen",PigeonEnglish
748,2011,"Miller,AD",Snowdrops
749,2012,"Moore,Alison",TheLighthouse
750,2012,"Self,Will",Umbrella
751,2012,"Thayil,Jeet",Narcopolis
752,2012,"TwanEng,Tan",TheGardenofEveningMists
753,2013,"Bulawayo,NoViolet",WeNeed
754,2013,"Crace,Jim",Harvest
755,2013,"Lahiri,Jhumpa",Lowland
756,2013,"Ozeki,Ruth",TaleforTimeBeing
757,2013,"Toibin,Colm",TheTestamentofMary
758,2014,"Ferris,Joshua",RiseAgain
759,2014,"Jacobson,Howard",J
760,2014,"Mukherjee,Neel",LivesofOthers
761,2014,"Smith,Ali",HowToBeBoth
762,2005,"Banville,John",TheSea
763,2008,"Adiga,Aravind",TheWhiteTiger
764,2009,"Mantel,Hilary",WolfHall
765,2010,"Jacobson,Howard",FinklerQuestion
766,2011,"Barnes,Julian",SenseofAn
767,2012,"Mantel,Hilary",BringUptheBod
768,2014,"Flanagan,Richard",NarrowRoad
769,2005,"Doctorow,EL",TheMarch
770,2005,"Gaitskill,Mary",Veronica
771,2005,"Sorrentino,Christopher",Trance
772,2005,"Steinke,Rene",HolySkirts
773,2006,"Kalfus,Ken",DisorderPeculiar
774,2006,"Spiotta,Dana",EattheDocument
775,2006,"Walter,Jess",TheZero
776,2007,"Berlinski,Mischa",Fieldwork
777,2007,"Davis,Lydia",VarietiesofDistrubanceStories
778,2007,"Ferris,Joshua",ThenWeCame
779,2007,"Shepard,Jim",LikeYoudUnderstand
780,2008,"Hemon,Aleksandar",TheLazarusProject
781,2008,"Kushner,Rachel",TelexfromCuba
782,2008,"Scibona,Salvatore",TheEnd
783,2009,"Campbell,BonnieJo",AmericanSalvage
784,2009,"Mueenuddin,Daniyal",InOtherRoomsOtherWonders
785,2010,"Krauss,Nicole",GreatHouse
786,2010,"Shriver,Lionel",SoMuchforThat
787,2011,"Krivak,Andrew",TheSojourn
788,2011,"Obreht,Tea",TheTigersWife
789,2012,"Diaz,Junot",ThisisHow
790,2012,"Eggers,Dave",AHologramfortheKing
791,2012,"Fountain,Ben",BillyLynnsLongHalftimeWalk
792,2012,"Powers,Kevin",YellowBirds
793,2013,"Kushner,Rachel",Flamethrowers
794,2013,"Pynchon,Thomas",BleedingEdge
795,2013,"Saunders,George",TenthofD
796,2014,"Alameddine,Rabih",UnnecessaryWoman
797,2014,"Doerr,Anthony",AlltheLightWeCannotSee
798,2014,"Robinson,Marilynne",Lila
799,2014,"StJohnMandel,Emily",StationEleven
800,2005,"Vollmann,WilliamT",EuropeCentral
801,2006,"Powers,Richard",EchoMaker
802,2007,"Johnson,Denis",TreeofSmoke
803,2008,"Matthiessen,Peter",ShadowCountry
804,2009,"McCann,Colum",LetTheGreatWorldSpin
805,2010,"Gordon,Jaimy",LordofMisrule
806,2011,"Ward,Jesmyn",SalvagetheBones
807,2012,"Erdrich,Louise",RoundHouse
808,2013,"McBride,James",GoodLordBird
809,2014,"Klay,Phil",Redeployment
810,2003,"Low,Gennita",IntoDanger
811,2007,"Grimm,Sarah",AfterMidnight
812,2010,"Pineiro,Caridad",StrongerthanSin
813,2010,"Wilson,Norah",GuardingSuzannah
814,2011,"Brookes,Lindsey",CapturingtheCowboysHeart
815,2011,"Carew,Opal",InTooDeep
816,2011,"Fenech,Karen",Imposter
817,2012,"Brogan,Tracy",CrazyLittleThing
818,2012,"Elliot,Kendra",Chilled
819,2012,"Elliot,Kendra",Hidden
820,2012,"Jacobs,Mara",WorthTheDrive
821,2012,"Kelly,Leslie",BringingDownSam
822,2012,"Morgan,KelliAnne",TheRancher
823,2012,"Shawn,Melanie",SweetReunion
824,2012,"Sheehan,Madeline",Undeniable
825,2013,"Daniels,Elise",Awake
826,2013,"Dune,Lyla",LowTideBikini
827,2013,"Elliot,Kendra",Buried
828,2013,"Gabriel,Julia",Cupcakes&Chardonnay
829,2013,"Jaymes,River",TheBackupBoyfriend
830,2013,"Layne,Kennedy",SinfulResurrection
831,2013,"Madden,JM",EmbattledHearts
832,2013,"Marton,Dana",Deathtrap
833,2013,"McCarthy,Kate",FightingRedemption
834,2013,"Meyer,Tijan",CarterReed
835,2013,"Moore,Addison",BeautifulOblivion
836,2013,"Mummert,Teresa",TheNote
837,2013,"Reynard,Sylvain",GabrielsRedemption
838,2013,"Sex,Nikki",WhatWendyWants
839,2013,"Simsion,Graeme",TheRosieProject
840,2013,"Sparks,Nicholas",TheLongestRide
841,2014,"Adams,Carina",ForeverRed
842,2014,"Adams,Evelyn",FeelsLikeHome
843,2014,"Armentrout,JenniferL",TheReturn
844,2014,"Ashley,Kristen",TheWill
845,2014,"Aurora,Belle",RAW
846,2014,"Blakely,Lauren",NightAfterNight
847,2014,"Brant,Kylie",11
848,2014,"Brogan,Tracy",TheBestMedicine
849,2014,"Bromberg,K",Crashed
850,2014,"Charles,Ann",TheGreatJackalopeStampede
851,2014,"Chase,Emma",Tamed
852,2014,"Connor,Claudia",WorththeFall
853,2014,"Dare,Tessa",RomancingtheDuke
854,2014,"Elliot,Kendra",Alone
855,2014,"Elliot,Kendra",Vanished
856,2014,"Flynn,Avery",HollywoodonTap
857,2014,"Gabaldon,Diana",WritteninMyOwnHeartsBlood
858,2014,"Hannon,Irene",OnePerfectSpring
859,2014,"Harber,Cristin",SweetGirl
860,2014,"Harlow,Melanie",Forked
861,2014,"Harlow,Melanie",Frenched
862,2014,"Holden,Kim",BrightSide
863,2014,"Hoover,Colleen",MaybeSomeday
864,2014,"Hoover,Colleen",UglyLove
865,2014,"Ione,Larissa",Azagoth
866,2014,"James,Elle",SEALsEmbrace
867,2014,"Jewel,Bella",TilDeathVolumeOne
868,2014,"Langston,K",UntilYoureMine
869,2014,"Lauren,Christina",SweetFilthyBoy
870,2014,"Leigh,Melinda",HourofNeed
871,2014,"LoveWins,Bella",CabinHeat
872,2014,"Lund,SE",TheAgreement
873,2014,"Maxlyn,Amanda",WhatsLeftofMe
874,2014,"McLean,Jay",MoreThanHim
875,2014,"Mercier,Anne",FallingDown
876,2014,"Netzel,AC",TheCasualRule
877,2014,"Noble,Olivia",DeadlyLust
878,2014,"Noble,Olivia",SecretsExposed
879,2014,"Noble,Olivia",ThePrivateRoom
880,2014,"Phillips,Carly",DaretoDesire
881,2014,"Raine,Alice",TheDarknessWithinHim
882,2014,"Savage,Shay",Transcendence
883,2014,"Scott,Kylie",Play
884,2014,"Sheridan,Mia",ArchersVoice
885,2014,"Singh,Nalini",ShieldofWinter
886,2014,"StClaire,Roxanne",BarefootinWhite
887,2014,"Torre,Alessandra",BlackLies
888,2014,"Ward,JR",TheKing
889,2014,"Ward,Penelope",StepbrotherDearest
890,2014,"Wilder,Jasinda",FallingAway
891,2014,"Wright,Cynthia",SmugglersMoon
892,2014,"York,Zoe",LoveinaSmallTown
893,2014,"Young,Samantha",BeforeJamaicaLane
894,2014,"Zanders,Abbie",DangerousSecrets
895,2015,"Alexander,Victoria",TheDaringExploitsofaRunawayHeiress
896,2015,"Armentrout,JenniferL",FallWithMe
897,2015,"Ashley,Jennifer",Grant
898,2015,"Bladon,Deborah",CHANCE
899,2015,"Bladon,Deborah",EMBER
900,2015,"Blair,EK",Echo
901,2015,"Bowen,Sarina",ShootingFortheStars
902,2015,"Boyd,Natasha",DeepBlueEternity
903,2015,"Brent,Cora",Unruly
904,2015,"Bruhns,Nina",DangerousCurves
905,2015,"Callihan,Kristen",TheFriendZone
906,2015,"Carmack,Cora",AllPlayedOut
907,2015,"Carter,Mina",TheMistresstakesaMate
908,2015,"Clare,Jessica",LastKiss
909,2015,"Cole,Courtney",VERUM
910,2015,"Cole,Kresley",TheMaster
911,2015,"Cooper,JS",OneNightStand
912,2015,"Crews,Caitlin",GreeksLastRedemption
913,2015,"Cross,Kaylea",CollateralDamage
914,2015,"Crownover,Jay",Asa
915,2015,"Cruise,Marilyn",TheBlackChapel
916,2015,"Douglas,Penelope",FallingAway
917,2015,"Edwards,Nicole",Brendon
918,2015,"Edwards,Nicole",Sawyer
919,2015,"Elliot,Kendra",Bridged
920,2015,"Elliott,Kelly",HoldingYou
921,2015,"Feehan,Christine",CatsLair
922,2015,"Fisher,Tarryn",Marrow
923,2015,"Foor,Jennifer",Binge
924,2015,"Ford,Hannah",WhatHeFights
925,2015,"Frank,Ella",Trust
926,2015,"Frost,Jeaniene",BoundByFlames
927,2015,"Glines,Abbi",WhenImGone
928,2015,"Halle,Karina",WhereSeaMeetsSky
929,2015,"Harlow,Melanie",Floored
930,2015,"Harlow,Melanie",Frenched
931,2015,"Harper,ES",UnexpectedFate
932,2015,"Harrison,Thea",MidnightsKiss
933,2015,"Hart,Emma",DirtyPast
934,2015,"Hawk,Chloe",StepbrotherProtects
935,2015,"Hewitt,Kate",MarakaiosMarriage
936,2015,"Hunting,Helena",PUCKED
937,2015,"Jackson,AL",ComeToMeRecklessly
938,2015,"Jagger,Eve",Hard
939,2015,"James,Nicole",WOLF
940,2015,"Jewel,Bella",TilDeath
941,2015,"Jewel,Bella",TilDeathVolumeTwo
942,2015,"Kennedy,Elle",FlashFire
943,2015,"Kennedy,Elle",TheDeal
944,2015,"Kennedy,Elle",TheMistake
945,2015,"King,CM",ICherishYourHeart
946,2015,"Lain,Tara",KnightofOceanAvenue
947,2015,"Leighten,M",PocketfulofSand
948,2015,"Lewis,RJ",Carter
949,2015,"Lewis,RJ",Leah
950,2015,"Linde,KA",Diamonds
951,2015,"Lynn,Michelle",LoveSurfaced
952,2015,"Lynn,Sandi",HisProposedDeal
953,2015,"Lynn,Sandi",LoveLust&AMillionaire
954,2015,"Mabie,M",Sail
955,2015,"MacLean,Julianne",TheColorofJoy
956,2015,"Macomber,Debbie",BackonBlossomStreet
957,2015,"Malpas,JodiEllen",OneNightUnveiled
958,2015,"Martin,Lex",KissingMadeline
959,2015,"Mathewson,RL",DoubleDare
960,2015,"McLaughlin,Heidi",ChooseMe
961,2015,"McLean,Jay",WhereTheRoadTakesMe
962,2015,"Mead,Richelle",TheRubyCircle
963,2015,"Medley,Lisa",Reap&Repent
964,2015,"Meyer,Marie",AcrosstheDistance
965,2015,"Meyer,Tijan",CarterReed2
966,2015,"Michaels,Jess",TheWidowWager
967,2015,"Michele,Beth",FortheLoveofRaindrops
968,2015,"Moning,KarenMarie",Burned
969,2015,"Morey,Trish",CaptiveofKadar
970,2015,"Mosteller,MistiD",TheFatRules
971,2015,"Nissenson,Janet",Shattered
972,2015,"Pierce,M",AfterDark
973,2015,"Proby,Kristen",EasyLove
974,2015,"Raeder,Leah",BlackIris
975,2015,"Reid,Stacy",SinsofaDuke
976,2015,"Reilly,Cora",BoundByHatred
977,2015,"Reynolds,AuroraRose",UntilJuly
978,2015,"Ritchie,Krista",FuelTheFire
979,2015,"Roberts,Nora",TheLiar
980,2015,"Ryan,Kaylee",JustSayWhen
981,2015,"Ryan,Kendall",TheGentlemanMentor
982,2015,"Scott,Ginger",WildReckless
983,2015,"Scott,JS",NoOrdinaryBillionaire
984,2015,"Shea,Rebecca",BrokenbyLies
985,2015,"Silver,Jordan",TheCrush
986,2015,"Silver,Jordan",TheSoccerMomsBadBoy
987,2015,"Sivec,Tara",WorththeTrip
988,2015,"Slaughter,Phoenyx",Asunder
989,2015,"Smart,Michelle",TheGreeksPregnantBride
990,2015,"Smeltzer,Micalea",NeverTooLate
991,2015,"Snow,Nicole",StepbrotherCharming
992,2015,"Stephens,SC",Thoughtful
993,2015,"Sterling,J",10YearsLater
994,2015,"Stoker,Susan",ProtectingCheyenne
995,2015,"Suzanne,Ashley",Rekindle
996,2015,"Taiden,Milly",StripeTease
997,2015,"Taiden,Milly",TallDarkandPanther
998,2015,TheMadTatter,"Darhower,JM"
999,2015,"Tucker,KA",BecomingRain
1000,2015,"Vale,LaniLynn",CenterMass
1001,2015,"Wade,Ellie",ABeautifulKindofLove
1002,2015,"Waltz,Vanessa",KnockedUpbytheBadBoy
1003,2015,"Ward,HM",LifeBeforeDamage
1004,2015,"Wilder,L",Combust
1005,2015,"Williams,WhitneyGracia",SincerelyCarter
1006,2015,"Winters,Pepper",ThirdDebt
1007,2015,"Wood,Jessica",PromisetoMarry
1008,2015,"Wylde,Joanna",SilverBastard
1009,2015,"Zolendz,Christine",HeresToFalling
1010,2001,"Wilson,RobertCharles",TheChronoliths
1011,2002,"Anderson,MT",Feed
1012,2006,"Campbell,Jack",TheLostFleet
1013,2009,"Niven,Larry",EscapeFromHell
1014,2010,"Atwood,Margaret",TheYearoftheFlood
1015,2010,"Bacigalupi,Paolo",ShipBreaker
1016,2010,"Barnes,John",Directive51
1017,2010,"Bear,Greg",HullZeroThree
1018,2010,"Bujold,LoisMcMaster",Cryoburn
1019,2010,"Cronin,Justin",ThePassage
1020,2010,"Frey,JM",Triptych
1021,2010,"Gonzales,Laurence",Lucy
1022,2010,"Grant,Mira",Feed
1023,2010,"Haldeman,Joe",Starbound
1024,2010,"Maberry,Jonathan",RotandRuin
1025,2010,"Mullin,Mike",Ashfall
1026,2010,"Nunez,Sigrid",SalvationCity
1027,2010,"Pfeffer,SusanBeth",ThisWorldWeLiveIn
1028,2010,"Rajaniemi,Hannu",TheQuantumThief
1029,2010,"Richards,DouglasE",Wired
1030,2010,"Ringo,John",LiveFreeorDie
1031,2010,"Shteyngart,Gary",SuperSadTrueLoveStory
1032,2010,"Snyder,MariaV",InsideOut
1033,2010,"Tufo,Mark",ZombieFallout
1034,2010,"Walton,Jo",AmongOthers
1035,2010,"Willis,Connie",AllClear
1036,2010,"Willis,Connie",Blackout
1037,2011,"Bear,Elizabeth",Grail
1038,2011,"Bick,IlsaJ",Ashes
1039,2011,"Brooks,Albert",2030
1040,2011,"Cline,Ernest",ReadyPlayerOne
1041,2011,"Corey,JamesSA",LeviathanWakes
1042,2011,"Forstchen,WilliamR",OneSecondAfter
1043,2011,"Frater,Rhiannon",FightingtoSurvive
1044,2011,"Herbert,Brian",Hellhole
1045,2011,"Hertling,William",AvogadroCorp
1046,2011,"Huston,Charlie",Sleepless
1047,2011,"Johnson,Jean",ASoldiersDuty
1048,2011,"Jordan,Hillary",WhenSheWoke
1049,2011,"King,Stephen",11/22/1963
1050,2011,"Lu,Marie",Legend
1051,2011,"Mayer,AndrewP",HeartsofSmokeandStream
1052,2011,"McDevitt,Jack",Firebird
1053,2011,"McIntosh,Will",SoftApocalypse
1054,2011,"Nickle,David",Eutopia
1055,2011,"North,Anna",AmericaPacifica
1056,2011,"Revis,Beth",AcrosstheUniverse
1057,2011,"Ringo,John",Citadel
1058,2011,"Sandler,Karen",Tankborn
1059,2011,"Sawyer,RobertJ",Wonder
1060,2011,"Scalzi,John",FuzzyNation
1061,2011,"Shean,Michael",ShadowofaDeadStar
1062,2011,"Slonczewski,Joan",TheHighestFrontier
1063,2011,"Stephenson,Neal",Reamde
1064,2011,"Stross,Charles",Rule34
1065,2011,"Vinge,Vernor",ChildrenoftheSky
1066,2011,"Weir,Andy",TheMartian
1067,2011,"Whitehead,Colson",ZoneOne
1068,2011,"Wilson,DanielH",Robopocalypse
1069,2012,"Adams,David",Lacuna
1070,2012,"Ashby,Madeline",vN
1071,2012,Banks,"Banks,IainM"
1072,2012,"Boudinot,Ryan",BlueprintsoftheAfterlife
1073,2012,"Brin,David",Existence
1074,2012,"Buckell,TobiasS",ArcticRising
1075,2012,"Bujold,LoisMcMaster",CaptainVorpatrilsAlliance
1076,2012,"Cherryh,CJ",Intruder
1077,2012,"Cramer,Scott",NightofthePurpleMoon
1078,2012,"Crouch,Blake",Pines
1079,2012,"Fagan,Jenni",ThePanopticon
1080,2012,"Frankel,Laurie",GoodbyeforNow
1081,2012,"Gould,Steven",Impulse
1082,2012,"Harkaway,Nick",Angelmaker
1083,2012,"Heller,Peter",TheDogStars
1084,2012,"Howey,Hugh",Wool
1085,2012,"Hurley,Kameron",Rapture
1086,2012,"Jones,PaulAntony",ExtinctionPoint
1087,2012,"Kress,Nancy",AftertheFall
1088,2012,"Lerner,EdwardM",Energized
1089,2012,"Mead,Richelle",TheImmortalCrown
1090,2012,"Molles,DJ",TheRemaining
1091,2012,"Mullin,Mike",AshenWinter
1092,2012,"Naam,Ramez",Nexus
1093,2012,"OBrien,CaraghM",Promised
1094,2012,"Phillips,Richard",TheSecondShip
1095,2012,"Rajaniemi,Hannu",TheFractalPrince
1096,2012,"Roberts,Adam",JackGlass
1097,2012,"Robinson,KimStanley",2312
1098,2012,"Sawyer,RobertJ",Triggers
1099,2012,"Shepherd,Mike",KrisLongknife
1100,2012,"Slattery,BrianFrancis",LostEverything
1101,2012,"Smitherd,Luke",TheStoneMan
1102,2012,"Suarez,Daniel",KillDecision
1103,2012,"Varley,John",SlowApocalypse
1104,2012,"Walker,KarenThompson",TheAgeofMiracles
1105,2012,"Weber,David",ARisingThunder
1106,2012,"Williams,WalterJon",TheFourthWall
1107,2013,"Aguirre,AA",BronzeGods
1108,2013,"Ashby,Madeline",iD
1109,2013,"Asher,Neal",JupiterWar
1110,2013,"Asher,Neal",TheDeparture
1111,2013,"Barry,Max",Lexicon
1112,2013,"Baxter,Stephen",Proxima
1113,2013,"Bick,IlsaJ",Monsters
1114,2013,"Bova,Ben",NewEarth
1115,2013,"Haig,Matt",TheHumans
1116,2013,"Hertling,William",TheLastFirewall
1117,2013,"Howey,Hugh",Dust
1118,2013,"Hudspeth,EB",TheResurrectionist
1119,2013,"Istvan,Zoltan",TheTranshumanistWager
1120,2013,"Karsak,Melanie",ChasingtheStarGarden
1121,2013,"Kaufman,Amie",TheseBrokenStars
1122,2013,"Kincaid,SJ",Vortex
1123,2013,"Leckie,Ann",AncillaryJustice
1124,2013,"Lord,Karen",TheBestofAllPossibleWorlds
1125,2013,"Mather,Matthew",TheAtopiaChronicles
1126,2013,"Mather,Matthew",TheDystopiaChronicles
1127,2013,"McGinnis,MarkWayne",ScrapyardShip
1128,2013,"McIntosh,Will",LoveMinusEighty
1129,2013,"Monk,Devon",ColdCopper
1130,2013,"Morgan,Kass",The100
1131,2013,"Priest,Christopher",TheAdjacent
1132,2013,"Reynolds,Alastair",OntheSteelBreeze
1133,2013,"Riddle,AG",TheAtlantisGene
1134,2013,"Robinson,KimStanley",Shaman
1135,2013,"Schwab,VE",Vicious
1136,2013,"Scott,JasperT",DarkSpace
1137,2013,"Stross,Charles",NeptunesBrood
1138,2013,TerryPratchett,TheLongEarth
1139,2013,"Weber,David",ShadowofFreedom
1140,2013,"Wehr,Dietmar",TheSynchronicityWarPart1
1141,2013,"Wilson,RobertCharles",BurningParadise
1142,2013,"Winters,BenH",CountdownCity
1143,2013,"Yanagihara,Hanya",ThePeopleintheTrees
1144,2014,"Aguirre,AA",SilverMirrors
1145,2014,"Brown,Pierce",RedRising
1146,2014,"Cambias,JamesL",ADarklingSea
1147,2014,"Card,OrsonScott",Visitors
1148,2014,"Carey,MR",TheGirlWithAlltheGifts
1149,2014,"Faber,Michel",TheBookofStrangeNewThings
1150,2014,"Gibson,William",ThePeripheral
1151,2014,"Gould,Steven",Exo
1152,2014,"Gray,Claudia",AThousandPiecesofYou
1153,2014,"Gregory,Daryl",Afterparty
1154,2014,"Heppner,Vaughn",StarViking
1155,2014,"Herbert,Brian",HellholeInferno
1156,2014,"Higson,Charlie",TheHunted
1157,2014,"Hile,Christiaan",Deception
1158,2014,"Hile,Christiaan",War267
1159,2014,"Ingermanson,RS",Transgression
1160,2014,"Itaranta,Emmi",MemoryofWater
1161,2014,"Johnson,Jean",Hardship
1162,2014,"Karsak,Melanie",ChasingtheGreenFairy
1163,2014,"Kloos,Marko",LinesofDeparture
1164,2014,"Leckie,Ann",AncillarySword
1165,2014,"Mandel,EmilyStJohn",StationEleven
1166,2014,"McDevitt,Jack",ComingHome
1167,2014,"Mead,Richelle",GameboardoftheGods
1168,2014,"Monk,Devon",HouseImmortal
1169,2014,"Morrow,JasonD",AnywherebutHere
