GT SKU,New SKU,350 Loc,Warehouse Qty,Forecasted Quantity,Item Cube,CuFt/Day
26488807,62387164,0,2779,0,81.2812,0
26441608,61205572,0,2758,0,81.2812,0
24624294,59330230,0,2751,0,13.75,0
26465576,61787939,0,2703,0,26.8125,0
26477874,62124220,0,2700,0,-1,0
26477496,62124242,0,2692,0,-1,0
26529714,61710131,0,2688,0,-1,0
26275540,59299680,0,2645,0,7.88,0
26307857,59330777,0,2628,0,-1,0
26452598,61297911,1,2597,0,31.5,0
26477857,62124228,0,2532,0,-1,0
26489234,62409037,0,2506,0,28.125,0
26438470,61250876,0,2475,0,7.875,0
26216739,59364285,0,2454,0,11.25,0
26546124,62764296,0,2400,0,-1,0
26402395,60794725,0,2398,0,36,0
26402394,60794737,0,2376,0,33,0
26488810,62387149,0,2364,0,81.2812,0
26414409,61287474,0,2268,0,40.6875,0
26438248,61164831,1,2257,0,56.25,0
26438249,61164843,1,2250,0,56.25,0
26307665,59537415,0,2247,0,32.625,0
26533685,62747530,0,2240,0,7.875,0
26439400,61205522,0,2215,0,81.2812,0
26480575,62124207,0,2206,0,-1,0
26402512,61425086,0,2205,0,23.4375,0
26477867,62124229,0,2199,0,-1,0
26477859,62124216,0,2127,0,-1,0
26465760,62031009,0,2104,0,31,0
26397351,60970938,0,2047,0,7.875,0
26359591,59775914,0,2039,0,1.5,0
26412619,61002131,0,2016,0,26.8125,0
26402500,61425090,0,2003,0,26.8125,0
26400341,60618225,0,1983,0,40.6875,0
26402007,60730159,0,1976,0,5.0625,0
26400323,60618219,0,1948,0,23.4375,0
24527784,59283227,0,1927,0,23.4375,0
26477494,62124241,0,1920,0,31,0
26546123,62764282,0,1920,0,-1,0
26546721,62764284,0,1920,0,-1,0
26542702,62764299,0,1919,0,-1,0
26480786,62099799,0,1918,0,-1,0
26480577,62124214,0,1908,0,-1,0
26467621,62022668,0,1842,0,81.2812,0
26300811,59293346,0,1832,0,32.625,0
26533686,62747546,0,1832,0,7.875,0
26488811,62387150,0,1812,0,81.2812,0
26410938,61444021,0,1810,0,28.125,0
26402389,60794732,0,1800,0,-1,0
26402390,60794733,0,1800,0,29.91,0
26488808,62387143,0,1800,0,81.2812,0
26018131,59328155,0,1794,0,32.625,0
26355653,60546937,0,1787,0,32.625,0
26357107,59719920,0,1778,0,40.6875,0
26311468,59901192,0,1769,0,32.625,0
23169849,59290813,0,1768,0,32.5,0
26399699,60730157,0,1758,0,5.0625,0
26495793,62462405,0,1750,0,-1,0
26468710,61787949,0,1746,0,23.4375,0
26410963,60794731,0,1742,0,32.625,0
26438247,61164842,0,1739,0,56.25,0
26410965,60794723,0,1728,0,32.625,0
26307941,59330779,0,1724,0,29.9062,0
26461149,62031008,0,1716,0,40.6875,0
26326994,59364413,0,1714,0,40.6875,0
26161113,59328857,0,1711,0,42.1875,0
26362301,60692990,0,1710,0,40.6875,0
26402518,61425095,0,1695,0,31,0
26308458,59302550,0,1655,0,56.25,0
26310694,59537456,0,1640,0,32.625,0
26470504,61787964,0,1638,0,23.4375,0
26449712,60721775,0,1608,0,11.81,0
26192606,59364403,0,1604,0,-1,0
26410975,61023872,4,1600,0,32.625,0
26533676,62747543,0,1571,0,7.875,0
26477480,62124239,0,1566,0,-1,0
26533677,62747535,0,1559,0,7.875,0
26459599,61787959,0,1547,0,32,0
26400322,60618230,0,1476,0,23.4375,0
26495792,62462403,0,1464,0,-1,0
26556640,62830640,0,1464,0,-1,0
26199997,59309788,0,1463,0,20,0
26519759,62099797,0,1447,0,31.5,0
26465762,61549838,0,1443,0,81.2812,0
26538795,62764298,0,1440,0,-1,0
26560148,62821759,0,1440,0,-1,0
26440307,61230574,0,1416,0,7.875,0
26441610,61205551,0,1404,0,81.2813,0
26401720,60049223,0,1376,0,7.5,0
26309945,59422650,0,1365,0,6.75,0
26441620,61205564,0,1347,0,81.2812,0
26240395,59305306,0,1339,0,7.875,0
26558417,62532067,0,1322,0,81.2812,0
26412615,60757342,0,1312,0,32.625,0
26307809,59537423,0,1280,0,32.625,0
26533675,62747553,0,1270,0,7.875,0
26236740,59305337,0,1268,0,22.9687,0
26479920,61002139,0,1255,0,5.0625,0
26291858,59298659,0,1254,0,29.6875,0
26459593,61787957,0,1248,0,26.8125,0
26468705,61787955,0,1242,0,40.6875,0
26395718,60970953,0,1217,0,7.875,0
26399713,60618240,0,1215,0,31,0
26098884,59310277,0,1200,0,20,0
26402539,61188045,0,1189,0,31,0
26018134,59292611,0,1186,0,32.625,0
26517959,62747555,0,1184,0,32.625,0
26529715,61765554,0,1152,0,-1,0
26477868,62124218,0,1151,0,-1,0
26470502,61787961,0,1128,0,26.8125,0
26291239,59305346,0,1116,0,80.7576,0
26203991,59305429,0,1107,0,7.875,0
26468706,61787944,0,1098,0,40.6875,0
26467606,61205558,0,1088,0,81.2812,0
26434234,62511224,0,1080,0,-1,0
26179678,59324409,0,1078,0,56.25,0
26306746,59298729,0,1072,0,56.25,0
26439883,61205543,0,1030,0,81.2812,0
26301567,59364256,1,1008,0,24.375,0
26186672,59363967,0,1000,0,8.25,0
26358895,60094670,0,999,0,7.8125,0
26477860,62124246,0,989,0,-1,0
26488695,61425113,0,985,0,25,0
26525683,61710115,0,984,0,-1,0
26320133,59302521,0,982,0,56.25,0
26441613,61205544,0,974,0,81.2812,0
26337574,60204775,1,960,0,79.38,0
26269972,59326788,0,957,0,32.625,0
26536834,62747521,0,957,0,7.875,0
26360400,59494842,0,956,0,56.25,0
26480578,62124215,0,943,0,-1,0
26467629,61923389,0,941,0,81.2812,0
26354690,59775881,0,936,0,56.25,0
26237210,59917198,0,936,0,7.875,0
26451873,61425115,0,936,0,24.375,0
26501208,62511206,0,936,0,-1,0
26502457,62511217,0,936,0,-1,0
26286031,59327709,0,935,0,32.625,0
26297473,59654793,0,927,0,22.9688,0
26325098,59998150,0,927,0,32.625,0
26400281,60794691,0,923,0,10.6875,0
23430473,59294265,0,922,0,33.75,0
26537112,62747536,0,918,0,7.875,0
26236768,59305294,0,913,0,22.9688,0
26488806,62387144,0,911,0,81.2812,0
26322834,59537461,1,898,0,28.125,0
26360512,60094659,0,896,0,7.8125,0
26478173,62022654,0,894,0,81.2812,0
26307668,59537442,0,891,0,32.625,0
26236593,59309296,0,864,0,31,0
26291740,59395800,0,864,0,4,0
26459592,61787956,0,864,0,24.375,0
26519761,62099795,0,863,0,56.25,0
26214964,59306462,0,853,0,56.25,0
26400287,59807574,0,852,0,7.5,0
26456101,61425098,0,843,0,11.25,0
26353994,59818450,0,838,0,29.9062,0
25143299,60375171,0,834,0,172.125,0
26300333,59551872,0,824,0,82.5,0
26470506,61787962,0,812,0,32,0
26292586,59302341,0,806,0,5.0625,0
26465578,61787951,0,803,0,26.8125,0
26439075,61411283,0,798,0,33,0
26397321,60970931,0,790,0,7.875,0
26208143,59329347,0,784,0,7.875,0
26426966,61787919,0,782,0,28.125,0
26240424,59308636,0,773,0,32.625,0
26529712,61674211,0,768,0,-1,0
26465756,62031007,0,768,0,24.375,0
26300812,59298693,0,764,0,32.625,0
26399184,61259764,0,751,0,7.875,0
26310856,62599021,0,751,0,10.5,0
26330111,59297252,0,750,0,166.375,0
26411835,61188006,0,744,0,81.2812,0
26129214,59301359,0,736,0,32.625,0
26235152,59309293,0,735,0,20,0
26135435,59290224,0,732,0,4.7468,0
26295543,59305360,1,725,0,11.925,0
26412621,61002133,0,720,0,23.4375,0
26525195,61710123,0,720,0,-1,0
26533091,61787929,0,720,0,-1,0
26459598,61787958,0,720,0,31,0
26204154,59306446,0,711,0,24.38,0
26216755,59309870,0,708,0,31,0
26467617,61923390,0,698,0,81.2812,0
26301013,59459589,0,696,0,19.6875,0
26212910,59309810,0,695,0,31.5,0
26335647,59486882,0,693,0,23.4375,0
26306657,59537439,0,687,0,32.625,0
26310858,62599022,0,672,0,17,0
26407241,60692974,1,668,0,32.625,0
26401719,60219552,0,667,0,27,0
26489233,62409036,0,650,0,28.125,0
26304209,59310642,0,648,0,24.375,0
26306748,59293427,0,636,0,56.25,0
26477460,61923387,0,631,0,81.2812,0
26265460,59296319,0,624,0,31,0
26381193,60692954,0,621,0,33,0
26448737,61287472,0,609,0,56.25,0
26421253,61287478,0,608,0,115.5,0
26291512,59302699,0,604,0,7.125,0
26297125,59331276,0,604,0,33,0
26461142,61462086,0,597,0,22.9687,0
26306587,59293308,0,596,0,7.8125,0
26480791,61995494,0,594,0,56.25,0
26385991,60331889,0,592,0,80.7576,0
26470651,60898650,0,591,0,299,0
26309936,59537401,0,589,0,32.625,0
26342259,59775899,0,588,0,8,0
26139573,59292113,0,585,0,17.7625,0
26490031,62348188,0,585,0,32.625,0
26311605,59302545,0,580,0,24.375,0
26264321,59307104,0,577,0,16.875,0
26529718,61710133,0,576,0,-1,0
26290037,59688661,0,575,0,10.6875,0
26247510,59304029,0,574,0,31,0
26322832,59537470,0,571,0,28.125,0
26244402,59306289,0,570,0,46.5,0
26412165,60204758,0,570,0,32.5,0
26407734,61393653,0,570,0,28.125,0
26275788,59293430,0,569,0,32.625,0
26261096,59364410,0,566,0,23.4375,0
24623383,59285129,0,547,0,3.125,0
26438910,60721757,0,543,0,7.8125,0
26410962,60794745,0,538,0,32.625,0
26426671,60499929,0,535,0,15.125,0
26197213,59305381,0,534,0,7.8125,0
26297388,59422666,1,532,0,5.0625,0
26309129,59293312,0,526,0,81.2813,0
26299505,60379922,0,525,0,5.0625,0
24642168,59307785,0,512,0,23.4375,0
26408273,60049226,0,506,0,37.5,0
26360462,59719974,0,503,0,40.6875,0
26353309,59818458,0,491,0,23.4375,0
26303024,60078695,0,484,0,19.6875,0
26277745,59302371,0,480,0,32.625,0
26358911,59775911,0,480,0,47.5,0
26355394,60094702,0,480,0,80.7576,0
26438944,61008950,0,480,0,32.625,0
26525698,61710111,0,480,0,-1,0
26525682,61710125,0,480,0,-1,0
26533053,61787933,0,480,0,-1,0
26546126,62764280,0,480,0,-1,0
26451883,61425103,0,477,0,31,0
26385985,60331959,0,473,0,81.2813,0
26467605,61205567,0,471,0,81.2812,0
26295523,59293436,0,468,0,10.125,0
26349844,60219545,0,468,0,32.625,0
26438398,61205531,0,468,0,81.2813,0
26525690,61710128,0,468,0,-1,0
26192612,59364406,0,466,0,31,0
26359869,59719969,0,466,0,5.0625,0
26391099,60656265,0,466,0,81.2812,0
26501103,61787972,0,466,0,7.8125,0
26331303,59537419,0,464,0,28.125,0
26407387,59985174,0,459,0,14.25,0
26468704,61787954,0,457,0,40.6875,0
26359245,60078726,0,453,0,10.125,0
26154557,59283068,0,439,0,80.919,0
23430463,59282915,1,436,0,46.5,0
26385438,59551835,0,436,0,27,0
26159530,59300016,0,432,0,30,0
26300558,59719918,0,431,0,23.4375,0
26159533,59300017,0,429,0,33.75,0
26385975,60078702,0,426,0,80.7576,0
26355649,60317835,0,420,0,32.625,0
26236757,59331139,0,396,0,22.9687,0
26452599,61297904,1,396,0,56.25,0
26477478,62124237,0,396,0,-1,0
26536837,62747517,0,391,0,7.875,0
26398819,60618245,0,387,0,31,0
26397123,60656264,0,387,0,81.2812,0
26412164,61214730,0,385,0,81.2812,0
26309045,59310639,0,383,0,56.25,0
26310859,62599023,0,382,0,17,0
26358898,60094673,0,380,0,7.8125,0
26353933,59299165,0,370,0,7.875,0
26400325,60618220,0,361,0,23.4375,0
26465590,61787937,0,360,0,31,0
26499756,62124191,0,360,0,-1,0
26501105,61787969,0,355,0,7.8125,0
26458611,61205563,0,353,0,81.2812,0
26349836,59537418,0,348,0,32.625,0
26385236,60879234,0,342,0,32.625,0
26426961,61787918,0,337,0,28.125,0
26393551,60656291,0,329,0,1.25,0
26501106,61788009,0,326,0,7.8125,0
26363007,59309423,0,323,0,13.6563,0
26438874,61549833,0,317,0,81.2812,0
26355678,60094661,0,313,0,81.2813,0
26413931,60898641,0,313,0,1.25,0
25140243,59525561,0,307,0,134.0625,0
26461146,62156685,0,307,0,32.625,0
26335639,59486879,0,303,0,40.6875,0
26337572,60204796,0,302,0,81.2812,0
25144395,60583832,0,300,0,161,0
26397332,60970933,1,299,0,7.875,0
26303116,59537441,0,297,0,32.625,0
26533674,62747542,0,288,0,7.88,0
26426845,60241928,2,280,0,100,0
26407550,61832326,0,278,0,4.5937,0
26459594,61787938,0,276,0,24.375,0
26454381,61297916,0,273,0,7.8125,0
26197202,59309801,0,271,0,7.8125,0
26131623,59304371,0,270,0,46.5,0
26479922,61069429,0,268,0,-1,0
26042210,59304873,0,265,0,23.44,0
26353568,60594812,0,263,0,35.325,0
26291223,59310605,0,259,0,80.7576,0
26448192,61297908,0,258,0,26.4687,0
26489235,62409038,0,255,0,28.125,0
26470510,61787963,0,253,0,29.9062,0
26250837,59300102,0,252,0,5.0625,0
26465583,61787952,0,252,0,40.6875,0
21980226,59320643,0,248,0,24.375,0
26361437,60094705,0,244,0,80.7576,0
26238725,59304521,0,243,0,80.7576,0
26310432,60034119,0,242,0,22.9688,0
26350422,60219549,0,241,0,32.625,0
26402406,60794735,0,240,0,-1,0
26529851,61787945,0,240,0,-1,0
26540660,62042780,0,240,0,-1,0
26520258,62511227,0,240,0,-1,0
26349830,60317845,0,239,0,32.625,0
26410267,60656261,0,237,0,81.2812,0
26373571,60078736,0,236,0,56.25,0
26342290,59327075,0,234,0,85.7968,0
25142104,59688693,0,234,0,78,0
26476583,61923384,0,234,0,81.2812,0
26412328,60692977,1,233,0,32.625,0
23430476,59293162,0,230,0,23.625,0
26132657,59373624,0,228,0,5,0
25140897,59310058,0,225,0,182.875,0
26328317,59329831,0,224,0,160.3125,0
26247667,59364383,0,218,0,24.375,0
26355689,60094731,0,218,0,81.2813,0
26429559,60618210,0,217,0,60.75,0
26402408,60794740,0,216,0,-1,0
26451872,61425104,0,215,0,24.375,0
26330112,59297154,0,211,0,125,0
26385428,59551836,0,211,0,15.625,0
26360135,59688673,0,210,0,7.875,0
26292385,59330752,0,208,0,7.875,0
26310440,60034122,0,204,0,22.9688,0
26410372,61205539,0,201,0,56,0
26376278,60105879,0,200,0,56.25,0
26410865,61205515,1,196,0,81.2812,0
26301774,59298648,0,194,0,31,0
26385979,60204764,0,194,0,81.2813,0
26278218,59326766,0,192,0,-1,0
26410366,61205511,1,192,0,56,0
26412418,62249457,0,192,0,22.9687,0
26400316,60618228,0,191,0,26.8125,0
26303036,59328218,0,189,0,7.8125,0
25140700,59328044,0,188,0,69.75,0
25143395,60375173,0,188,0,94.5,0
26410977,60692964,0,188,0,32.625,0
26455856,61549837,0,188,0,4,0
26533673,62747534,0,187,0,7.875,0
26328331,59310587,0,184,0,10.5,0
26291231,59305344,0,182,0,80.7576,0
26388301,60331958,0,181,0,81.2812,0
26361432,60094704,0,180,0,81.2813,0
26532392,62747531,0,179,0,7.875,0
26385978,60204763,0,177,0,81.2812,0
26393016,60594838,0,173,0,81.2812,0
26487228,61774006,0,173,0,7.875,0
26208471,59286570,0,171,0,6.75,0
26480467,62099800,0,171,0,56.25,0
26197208,59305378,0,170,0,7.8125,0
26357766,60594831,0,170,0,32.625,0
26465584,61787941,0,170,0,40.6875,0
25142907,59298753,0,168,0,241.6563,0
25142895,59305549,0,168,0,241.6563,0
24642533,59321414,0,168,0,32.625,0
26383198,59459591,0,168,0,498.75,0
26358700,60094718,0,168,0,81.2813,0
26465577,61787950,0,168,0,24.375,0
26342258,59775880,1,167,0,15.625,0
26385620,60331910,0,167,0,81.2813,0
26385984,60331950,0,167,0,80.7576,0
26441624,61205565,0,167,0,81.2812,0
26412394,61269074,0,164,0,22.9687,0
26208723,59326813,0,160,0,31,0
26328326,59309560,0,159,0,22,0
26172188,59298519,0,158,0,21,0
26407221,60194791,0,158,0,98.8281,0
26355161,60546936,0,158,0,32.625,0
26480593,60911426,0,158,0,169.6,0
25140698,59302727,0,156,0,154.7,0
25136203,59363792,0,156,0,132,0
26401200,60656262,0,156,0,81.2812,0
26383199,59459592,0,155,0,498.75,0
26353554,60594800,0,154,0,32.625,0
26467607,61205568,0,154,0,81.2812,0
26360137,59688669,0,151,0,7.875,0
26407741,61444023,0,151,0,28.125,0
26360023,60594806,0,149,0,32.625,0
26482403,61995486,0,148,0,56.25,0
26426973,60618206,0,147,0,63,0
26309124,59293311,0,146,0,81.2813,0
26310813,59307946,0,146,0,7.875,0
26407236,60757343,0,146,0,32.625,0
26385988,60331952,0,145,0,81.2813,0
26242738,59304023,0,143,0,5.0625,0
26468798,62124247,0,143,0,-1,0
26399715,60618236,1,141,0,40.6875,0
26299265,59328048,0,140,0,80.7576,0
26354685,60094663,0,138,0,81.2813,0
26291230,59303123,0,137,0,80.7576,0
26358821,60094686,0,133,0,81.2813,0
26476584,61923386,0,128,0,81.2812,0
26303118,59537426,0,127,0,32.625,0
26216931,59860014,1,127,0,43.75,0
26458623,61297901,1,127,0,31.5,0
26412403,61462090,0,127,0,22.9687,0
26533671,62747541,0,127,0,7.875,0
26361450,60094695,0,126,0,80.7576,0
26439507,60656278,0,125,0,42,0
26291236,59302695,0,124,0,80.7576,0
26355677,60094709,0,123,0,81.2813,0
26342283,59305475,1,122,0,101.25,0
22684852,59284992,1,121,0,20.25,0
26054750,59326948,0,121,0,20,0
26470518,61787966,0,121,0,16.3125,0
26171818,59294267,0,120,0,24.375,0
26299722,59330805,0,120,0,112.8906,0
26402407,60794739,0,120,0,-1,0
26546125,62764297,0,120,0,-1,0
26307882,59459615,0,118,0,11.9249,0
26191831,59297022,0,117,0,80.7576,0
26328336,59310589,0,117,0,20.25,0
26298432,59373614,0,117,0,7.875,0
25140233,59330613,0,116,0,14.625,0
26447777,61595897,0,115,0,12.375,0
26297458,59654777,0,113,0,22.9688,0
26441707,61205561,0,113,0,56,0
25140310,59302586,0,112,0,173.25,0
26477495,62124206,0,111,0,-1,0
26304072,59309547,0,110,0,65.625,0
26360937,59551858,0,110,0,52.5,0
26398840,61002137,0,110,0,40.6875,0
26412340,61205540,0,110,0,56,0
26537115,62747550,0,110,0,7.88,0
26438502,61164854,0,109,0,31.5,0
26335166,59373603,0,108,0,7.875,0
26385542,59551853,1,108,0,73.3281,0
26359752,60317864,0,108,0,7.875,0
26385235,60879231,0,108,0,32.625,0
26346762,59775872,0,107,0,21.875,0
26385641,60331915,0,107,0,86.0625,0
26302310,59537482,0,106,0,3.125,0
26355691,60094714,0,106,0,81.2813,0
24642534,59321910,0,105,0,32.625,0
26131624,59289205,0,103,0,24,0
26359750,60317837,0,101,0,7.875,0
26385655,60331895,0,101,0,80.7576,0
26490034,62348192,0,101,0,32.625,0
26197218,59309806,0,99,0,7.8125,0
24642407,59293478,1,98,0,56.875,0
25143899,60034111,0,98,0,19.5,0
26395710,60970941,0,98,0,3.5,0
26197211,59305380,0,97,0,7.8125,0
26385980,60204757,0,97,0,81.2813,0
26385413,60331887,0,97,0,81.2813,0
26426998,61164850,1,97,0,31.5,0
26342285,59301068,0,96,0,150,0
26402426,60794743,0,96,0,-1,0
26479921,61411288,0,96,0,-1,0
26339139,59363638,0,95,0,45.5,0
26298447,59373615,0,94,0,7.875,0
26358899,60094724,0,94,0,7.8125,0
26385226,60594772,0,94,0,32.625,0
26358819,60094681,0,92,0,81.2813,0
26274956,59307187,0,91,0,7.8125,0
26303121,59537432,0,91,0,32.625,0
26385626,60331956,0,91,0,81.2812,0
26304203,59310644,0,90,0,40.6875,0
26393773,60636982,0,90,0,13.7813,0
26395720,60970944,0,90,0,7.875,0
26537116,62747548,0,90,0,7.875,0
26479923,61069428,0,89,0,-1,0
26490032,62348189,0,89,0,32.625,0
26490036,62348190,0,89,0,32.625,0
26305263,59654803,0,87,0,16.3125,0
26460821,61787984,0,87,0,32.625,0
26311417,59310646,0,86,0,24,0
26397000,60970958,0,86,0,7.875,0
26285431,59293426,0,84,0,310.46,0
26219569,59308717,1,84,0,32.625,0
26281129,59364419,0,84,0,24.375,0
26458601,61241406,0,84,0,81.2812,0
26537118,62747549,0,84,0,7.875,0
26197207,59309802,0,83,0,7.8125,0
26349831,60317839,0,83,0,32.625,0
26465758,62031013,0,83,0,40.6875,0
26298439,59373606,0,82,0,7.875,0
26310822,59302523,0,81,0,7.875,0
26291227,59302668,0,81,0,80.7576,0
26298418,59373618,0,81,0,7.875,0
26391798,61125199,0,81,0,7.875,0
26426968,61787920,0,81,0,28.125,0
26451885,61425118,0,79,0,31,0
26461143,61462087,0,79,0,22.9687,0
26439137,62387129,0,79,0,84,0
26299264,59293440,0,78,0,81.2813,0
26435833,62348187,0,78,0,364.2187,0
24400393,59288344,0,77,0,46.5,0
25142110,59688665,0,77,0,154.6875,0
26371693,60094665,0,77,0,81.2813,0
26470520,61995477,0,77,0,11.9249,0
26458600,61241403,0,76,0,81.2812,0
26470516,61787965,0,76,0,30,0
26517954,62747539,0,75,0,32.625,0
26347811,59734459,0,73,0,24,0
26337581,60204774,0,73,0,81.2813,0
26139387,59292910,0,72,0,31.6406,0
26311418,59302723,0,72,0,18.375,0
26387081,59743622,0,72,0,720,0
26350710,60375175,0,72,0,28.125,0
26241921,59305354,0,71,0,31,0
26304697,59328454,0,71,0,7.875,0
26435095,61002138,0,71,0,32.625,0
26412404,61462091,0,71,0,22.9687,0
26342292,59306027,0,70,0,1000,0
26197216,59309820,0,69,0,7.8125,0
26327848,59459575,0,69,0,81.2813,0
25139005,59310495,1,68,0,182.875,0
26355690,60094711,0,68,0,81.2813,0
26385650,60331892,0,68,0,81.2813,0
26439088,61411281,0,68,0,5.9062,0
26217055,59326340,1,67,0,31,0
26358724,59307585,0,66,0,487.5,0
26098881,59310275,0,66,0,46.5,0
26359383,59688681,0,66,0,7.875,0
26098882,59303072,0,65,0,33.75,0
26091431,59328037,1,65,0,21.4,0
26359379,59688682,0,65,0,7.875,0
24471413,59284577,0,64,0,33.75,0
26355675,60094713,0,64,0,81.2813,0
26385977,60204762,0,64,0,80.7576,0
26330983,59297211,0,63,0,106.25,0
26204528,59327071,0,63,0,31,0
26360907,60094666,0,63,0,81.2813,0
26359744,60317859,0,63,0,7.875,0
26410952,60757349,0,63,0,31.5,0
26355241,60297246,0,62,0,81.2813,0
26388315,60331922,0,62,0,81.2812,0
26441621,61205528,0,62,0,81.2812,0
26533680,62747527,0,62,0,7.88,0
26172260,59304296,1,61,0,20,0
26206143,59327953,0,61,0,18,0
26309923,59494853,0,61,0,56.25,0
26299054,59537474,0,61,0,18.9063,0
26297445,59654781,0,61,0,22.9688,0
26363068,60078723,0,61,0,56.25,0
26385418,60331888,0,61,0,81.2812,0
26385625,60331936,0,61,0,81.2813,0
26383982,60331945,0,61,0,81.2813,0
26537113,62747537,0,61,0,7.875,0
26206145,59327954,1,60,0,18,0
26353980,59654754,0,60,0,11.8125,0
26387073,59743618,0,60,0,780,0
26350713,60375180,1,60,0,28.125,0
26397010,60970943,0,60,0,7.875,0
26163184,59288482,0,59,0,31,0
26421273,60637018,0,59,0,30.625,0
26311487,59537469,0,58,0,28.125,0
26410065,60794744,2,58,0,32.625,0
26439710,61008947,0,58,0,32.625,0
25146197,61312055,0,58,0,101.25,0
26295507,59310608,0,57,0,40.6875,0
26278219,59326767,0,57,0,184.5,0
26309055,59422665,0,57,0,81.2813,0
26355870,59743650,0,57,0,23.4375,0
26385232,60594771,0,57,0,32.625,0
26391983,60943984,0,57,0,56.25,0
25142118,59305238,0,56,0,198,0
26334134,59331038,0,55,0,7.875,0
26310800,59298690,0,54,0,7.875,0
26517958,62747533,0,54,0,32.625,0
24464168,59294246,1,53,0,46.5,0
26247560,59326706,0,53,0,110,0
26391985,60806559,0,53,0,56.25,0
26440720,61205553,0,53,0,80.7576,0
26334213,59459567,0,52,0,117.4063,0
26385621,60331955,0,52,0,81.2812,0
26297853,61205555,0,52,0,40.6875,0
26274938,59299676,0,51,0,7.875,0
26391777,60594787,0,51,0,28.125,0
26359746,60317836,1,50,0,3.5,0
26385638,60331891,0,50,0,81.2812,0
26297757,60594762,0,50,0,21.25,0
26410258,60794694,0,50,0,56.25,0
26261589,59326425,0,49,0,24.375,0
26308459,59330749,0,49,0,56.25,0
26347393,59818469,0,49,0,0.8999,0
26426675,60499938,0,49,0,9.375,0
26360124,60618212,1,49,0,7.875,0
26441623,61205529,0,49,0,81.2813,0
26407739,61444016,0,49,0,28.125,0
26310667,59293438,0,48,0,24.375,0
26298420,59373619,0,48,0,7.875,0
26388303,60331906,0,48,0,81.2812,0
26353565,60594821,0,48,0,32.625,0
26402425,60794730,0,48,0,-1,0
26465588,61787936,0,48,0,31,0
26359747,60317843,0,47,0,7.875,0
26393188,60692970,0,47,0,22.2031,0
26206975,59327214,1,46,0,6.75,0
26357765,60594815,0,46,0,32.625,0
26490033,62348191,0,46,0,32.625,0
26291570,59328208,1,44,0,12.5,0
22731709,59296385,0,43,0,22.5,0
26206148,59327061,0,43,0,7.875,0
26299226,59328452,0,43,0,56.25,0
26357101,59719923,0,43,0,31,0
26363013,60094694,0,43,0,81.2813,0
26390557,60594837,0,43,0,81.2812,0
26402533,61188003,0,43,0,23.4375,0
26204267,59308514,0,42,0,32.625,0
26353553,60594829,0,42,0,32.625,0
26361441,60609076,0,42,0,81.2813,0
26419441,60665646,1,42,0,29.9062,0
26410257,60794695,0,42,0,56.25,0
26441622,61205545,0,42,0,81.2812,0
26235162,59309295,0,41,0,32.625,0
26309060,59422651,0,41,0,81.2813,0
26385981,60204765,0,41,0,81.2813,0
26448190,61297910,0,41,0,31.5,0
23430486,59293249,0,40,0,37.5,0
26298452,59373608,0,40,0,7.875,0
26334210,59459570,0,40,0,81.2813,0
26299798,59551857,0,40,0,55.6875,0
26347220,59846583,0,40,0,23.4375,0
26385651,60331916,0,40,0,81.2813,0
26350722,60594811,0,40,0,32.625,0
26391976,61023871,0,40,0,56.25,0
26468797,62124212,0,40,0,-1,0
26350138,59306025,0,39,0,7.875,0
22731729,59328606,0,39,0,26.5781,0
26285729,59537409,0,39,0,32.625,0
26410370,61205537,0,39,0,81.2812,0
26388405,60283460,0,38,0,81.2813,0
26410260,60794715,0,38,0,81.2812,0
26412113,61008946,1,38,0,32.625,0
26274944,59299678,0,37,0,7.875,0
26018133,59301795,0,37,0,32.625,0
26247562,59303866,0,37,0,110,0
26247722,59303948,0,37,0,43.75,0
26183227,59322062,1,37,0,23.4375,0
26297476,59654783,0,37,0,22.9688,0
26359630,60594834,0,37,0,28.125,0
26451890,61425101,0,37,0,40.6875,0
26232774,59310514,0,36,0,37.5,0
26325179,59459549,0,36,0,81.2813,0
26385972,60078697,0,36,0,81.2813,0
26401206,60656269,0,36,0,81.2812,0
26407234,60757339,1,36,0,32.625,0
26479715,62176182,0,36,0,-1,0
26182411,59298585,1,35,0,10.5,0
26295534,59305386,0,35,0,45.5,0
26346727,59734436,0,35,0,24.375,0
26347807,59734451,0,35,0,32.4,0
26347236,59846566,0,35,0,40.6875,0
26408218,60739265,1,35,0,32.625,0
26410228,60794705,0,35,0,56.25,0
26434242,61205570,0,35,0,81.2812,0
26468712,61787935,0,35,0,23.4375,0
26477471,62124235,0,35,0,-1,0
26310669,59293439,0,34,0,31,0
26163212,59295746,1,34,0,6.75,0
26310446,59494833,1,34,0,11.9249,0
26335795,59719981,1,34,0,31,0
26385228,60594773,0,34,0,32.625,0
26359631,60594825,1,34,0,28.125,0
26385990,60644664,0,34,0,80.7576,0
26395723,60970945,0,34,0,3.5,0
26186666,59294939,1,33,0,7.8125,0
26300814,59298694,0,33,0,32.625,0
25139001,59309300,0,33,0,191.1875,0
26327839,59459577,0,33,0,81.282,0
26400338,60618223,1,33,0,30,0
26410269,60656273,0,33,0,81.2812,0
26410979,60692965,0,33,0,32.625,0
26533684,62747545,0,33,0,7.875,0
26306660,59537440,1,32,0,32.625,0
26373585,59818475,1,32,0,1.2656,0
26355157,60219546,0,32,0,32.625,0
