GT SKU,New SKU,350 Loc,Warehouse Qty,Forecasted Quantity,Item Cube,CuFt/Day
26538271,62764302,0,2403,238,81.2812,0.7
26439894,61652209,0,1509,237,2.8125,0
26330002,60064413,0,4271,237,7,0.1
26186678,59363969,0,1951,237,9.375,0.1
26455637,61742410,0,611,237,12.6562,0.1
26440788,61549832,0,485,237,12.6562,0.1
26132075,59301358,0,2640,236,13.5,0.1
26132074,59329639,0,1404,236,16.875,0.2
26555575,62747576,0,513,236,-1,0
26194279,59327057,0,4736,235,23.625,0.2
26499131,62764352,0,4076,234,-1,0
26539011,62830668,0,2808,233,-1,0
24649440,59288998,0,0,233,7,0.1
26361031,60583843,0,2557,229,5.0625,0
26347256,59972165,0,5792,229,11.8125,0.1
26286011,59302436,0,1961,229,11.8125,0.1
26286015,59303228,0,0,229,11.25,0.1
26502465,62338684,0,3339,228,-1,0
26439828,61595896,0,1822,227,27.5,0.2
26327827,59300489,0,1804,227,27.5,0.2
26266719,59325864,0,103,225,46.1438,0.4
26555109,62902630,0,3918,224,-1,0
26502529,62218541,0,1728,223,-1,0
26518385,62099793,0,1485,223,20.25,0.2
26354286,59688691,0,692,222,68.75,0.6
26487467,62454025,0,3510,221,-1,0
26438428,61259776,0,0,220,-1,0
26480585,61462093,0,2052,218,30,0.2
26414195,62117115,0,4032,217,-1,0
26437374,61160977,0,2417,216,56.25,0.5
23397688,59299125,0,8265,214,12,0.1
26471818,62454014,0,1037,214,11.8125,0.1
26471819,62454015,0,993,214,11.8125,0.1
26286014,59297273,0,0,214,12,0.1
26499652,62454022,0,3510,212,-1,0
26534928,62902620,0,3574,210,-1,0
26302258,59327683,0,1364,210,7.8125,0.1
26302265,59328216,0,748,210,7.8125,0.1
26297833,60241930,0,442,208,40.6875,0.3
26438532,61619844,0,0,206,35,0.3
26398463,60665657,0,2037,206,20,0.2
26359105,60721779,0,2204,206,30,0.2
26416219,61525204,0,5,204,70,0.5
26455635,61742391,0,435,203,12.5,0.1
26531865,62764314,0,1399,202,81.2812,0.6
26438536,61619845,0,669,201,42.25,0.3
26537807,63041143,0,3298,201,-1,0
26531864,62764292,0,2810,200,-1,0
26490816,62332586,0,1574,199,27.5,0.2
26286013,59302438,0,36,198,11.8125,0.1
26203522,59305442,0,0,198,11.81,0.1
26437373,61160966,0,2819,198,26.4687,0.2
26416223,60583842,0,693,198,22.7812,0.2
23839415,59282434,0,2257,197,23.4375,0.2
26302261,59328213,0,4406,196,7.8125,0.1
26555112,62902627,0,1906,196,-1,0
26413951,60846459,0,4667,196,1.25,0
26300699,59654799,0,0,196,44.2969,0.3
26440742,60870284,0,3807,195,0.8999,0
26538272,62764293,0,2344,195,-1,0
26544919,62764304,0,2325,195,-1,0
26537639,62764332,0,1874,195,81.2812,0.6
26531861,62764275,0,424,195,-1,0
26413923,60898643,0,387,194,29.9062,0.2
26426979,61160968,0,2846,192,56.25,0.4
26481807,62124197,0,1728,191,-1,0
26437365,61160961,1,1875,190,56.25,0.4
26302262,59327685,0,3541,190,7.8125,0.1
26302255,59328211,0,2734,190,7.8125,0.1
26489306,61041183,0,415,189,66.9375,0.5
26553508,62830694,0,4064,187,31.5,0.2
26544292,62830671,0,2808,187,-1,0
26502463,62332575,0,2110,187,-1,0
26480515,62022647,0,1872,184,42.25,0.3
26442445,61995460,0,0,183,27.5,0.2
26555110,62902626,0,4177,183,-1,0
26534933,62902622,0,3824,183,-1,0
26194281,59327939,0,3812,183,23.625,0.2
24649439,59292421,0,654,183,4.9219,0
26489304,61041184,0,0,181,52.0625,0.4
26353258,60379935,0,23,181,45.375,0.3
26353254,60379924,0,0,181,49.5,0.3
26455074,61674214,0,837,180,42.25,0.3
26448197,62409016,0,8870,180,28.125,0.2
26449704,62409030,0,3311,180,28.125,0.2
26449706,62409015,0,3238,180,28.125,0.2
26449701,62409018,0,3204,180,28.125,0.2
26442804,62409012,0,3176,180,-1,0
26439899,62409024,0,1952,180,-1,0
26442809,62409014,0,1261,180,28.125,0.2
26416207,61525203,1,1040,180,90,0.6
26393019,60594790,0,34,178,81.2812,0.6
26437375,61160978,0,4762,178,26.4687,0.2
26263354,61259765,0,868,177,23.4375,0.2
26297830,60241935,0,2,177,40.6875,0.3
26419461,60665711,1,1,177,20,0.1
26534931,62902621,0,3629,176,7.81,0.1
26534930,62902616,0,1870,176,-1,0
26302253,59302677,0,1759,176,7.8125,0.1
26488697,61832356,0,340,175,27.5,0.2
26529143,62647535,0,1872,175,-1,0
26481817,62124193,0,1620,174,-1,0
26531883,62764325,0,917,173,-1,0
26416221,60583841,0,0,173,37.5,0.2
26539012,62830665,0,2808,171,-1,0
26482400,61995484,0,17,170,31.5,0.2
26353984,59846570,0,4692,170,7.5,0
26413939,61023897,0,1683,170,12.6562,0.1
26439470,61425108,0,1224,170,10.6875,0.1
26555111,62902633,0,3964,169,-1,0
26534932,62902617,0,1757,169,-1,0
26359107,60721778,0,982,168,32.5,0.2
26353242,60379930,0,0,167,35,0.2
26456507,61312065,0,0,167,-1,0
26518380,62099796,0,2000,167,0.8999,0
26426982,61160970,0,1818,167,21.875,0.1
26518381,62099791,0,1206,167,0.8999,0
26455076,61674206,0,914,167,31,0.2
26437363,61160959,0,2353,166,56.25,0.4
26263356,61652208,0,5837,165,-1,0
26480517,62022637,0,1008,165,-1,0
26468835,62249462,0,941,164,-1,0
26397499,60665662,0,0,164,40.6875,0.3
26577315,#N/A,0,0,164,-1,0
26437367,61160963,0,2568,161,56.25,0.3
26526287,62699839,0,1660,161,27.5,0.2
26537632,62764329,0,930,161,81.28,0.5
26553513,62830695,0,1864,161,-1,0
26397356,60656289,1,2557,160,29.9062,0.2
26327824,59299286,0,0,160,25,0.2
26447042,62083065,0,6,160,23.4375,0.1
26359106,60721777,0,1832,159,30,0.2
26412332,60806568,0,1640,159,32.5,0.2
26437368,61160964,0,2609,159,56.25,0.3
26360038,60794713,0,958,159,12.4,0.1
26470654,62022639,0,840,159,-1,0
26206976,59327215,0,4632,157,6.75,0
26412622,61002132,0,1008,156,23.44,0.1
26302263,59328214,0,2463,156,7.8125,0
26539015,62830682,0,3744,155,-1,0
26361034,60379961,1,1522,155,33.6875,0.2
26286010,59297272,0,27,152,11.8125,0.1
26546118,62764323,0,3535,151,81.28,0.5
26533482,62764301,0,2301,151,81.2812,0.5
26489308,61178701,0,119,151,111.375,0.6
26413959,60955860,0,725,151,10.6875,0.1
26539014,62830660,0,1872,150,-1,0
26544293,62830663,0,936,150,-1,0
25142495,60375174,0,1442,150,75.9688,0.4
26311431,59818461,0,426,150,31.25,0.2
26502535,62218543,0,3406,149,-1,0
26280063,59308429,0,776,149,1.575,0
26393025,60594779,0,0,149,81.2812,0.5
26482402,61995471,0,127,148,24.5781,0.1
26437370,61160965,0,3232,147,56.25,0.3
26237213,60846455,0,789,146,35.9375,0.2
26400347,60618235,0,0,146,29.9062,0.2
26426978,61160967,0,3531,143,26.4687,0.1
24649441,59292422,0,0,143,3.5,0
26414649,60846458,0,0,143,24.5,0.1
26487468,62454026,0,1764,142,-1,0
26429561,60331965,0,2581,142,91.125,0.5
26429560,60331963,0,1424,142,216,1.2
26499654,62454023,0,2160,142,-1,0
26419457,60665708,0,30,141,30,0.2
26489727,61995491,0,174,140,56.25,0.3
26490818,62332585,0,1178,140,27.5,0.1
26518379,62099792,0,252,139,0.8999,0
26300691,59654802,0,21,139,40.6875,0.2
26518046,62898962,0,1710,138,-1,0
26360039,60794708,0,820,138,19.6875,0.1
26534929,62902615,0,3693,135,7.81,0
26309201,59330750,0,3167,135,7.8125,0
26302266,59328217,0,2272,135,7.8125,0
26302256,59327681,0,2142,135,7.8125,0
26440787,61549836,0,24,135,12.6562,0.1
26438522,61023898,0,10,135,12.6562,0.1
26186679,59363970,1,1,135,9.375,0
26360034,60794709,0,919,135,6,0
26393022,60594791,0,919,134,81.2813,0.4
26327830,59299287,0,0,134,30,0.2
26413925,60898647,0,0,133,42.25,0.2
26478199,61995504,0,5,133,56.25,0.3
26400346,60618226,1,461,131,33.75,0.2
26412333,60806563,0,1444,131,32.5,0.2
26438255,61241405,0,859,131,40.625,0.2
26353501,60379932,0,254,131,40.625,0.2
26538274,62764294,0,1371,130,-1,0
26539010,62830659,0,1856,129,31.5,0.2
26439700,60933150,0,506,128,77,0.4
26309305,59364402,0,0,128,42.25,0.2
26529141,62647529,0,1872,127,-1,0
26247726,59303949,0,1152,127,74.25,0.4
26481811,62124195,0,864,127,-1,0
26449775,61312066,0,0,125,-1,0
26437371,61160975,0,1310,123,56.25,0.3
26488710,61041170,0,241,123,72,0.3
26397110,60955851,0,1782,122,7.8125,0
26449758,61995492,0,507,122,10.6875,0
26309303,59364422,0,156,122,33.75,0.2
26489302,61041175,0,673,121,64,0.3
26489310,61041179,0,630,121,108.375,0.5
26489300,61041180,0,590,121,62.9216,0.3
26360043,61425105,0,864,120,4.5,0
26413955,60846457,0,0,119,24,0.1
26361030,60583838,0,3415,119,6.75,0
26177565,59459587,0,0,119,35.9375,0.2
26393545,60656287,0,430,118,42.25,0.2
26438534,61619841,0,626,118,16.3125,0.1
26360035,60794707,0,938,117,4,0
26480720,61699687,0,809,117,-1,0
26201516,59309791,0,0,116,23.4375,0.1
26401726,59860011,0,196,116,19.4062,0.1
26518035,62898960,0,5160,116,-1,0
26539013,62830679,0,1289,114,-1,0
26266717,59297599,1,74,113,33.75,0.1
23839409,59282432,1,8,113,33.75,0.1
25143304,60375170,0,0,113,-1,0
26359108,60721780,0,189,112,32.5,0.1
26325074,59305939,1,3488,112,91.125,0.4
25142799,60375169,0,1561,111,131.625,0.6
26413953,60846456,0,0,110,68,0.3
26470656,62176177,0,746,109,10.6875,0
26539024,62830669,0,1944,109,-1,0
25145199,61995453,0,72,109,94.5,0.4
26539023,62830683,0,0,109,-1,0
26302257,59327682,0,2256,108,7.8125,0
26302264,59328215,0,2189,108,7.8125,0
26531880,62764313,0,2365,108,81.2812,0.3
26139383,59292909,1,1,108,51.1875,0.2
24495240,59303333,1,1,106,24.375,0.1
26449764,62732147,0,0,106,-1,0
26354288,59688694,0,61,106,31.25,0.1
26327828,59310067,0,0,105,27.5,0.1
26450467,62332578,0,902,105,32.5,0.1
26353244,60379942,0,0,104,35,0.1
26553808,62830639,0,1872,104,-1,0
26401722,59860012,0,158,104,71.25,0.3
26307895,59364418,0,12122,103,40.6875,0.2
26400311,61023891,0,0,103,16.3125,0.1
26399286,61832318,0,3563,102,9.375,0
26302254,59293444,1,1844,102,7.8125,0
26302259,59327684,0,1451,102,7.8125,0
26468834,62249463,0,455,102,-1,0
26411545,61023881,0,0,102,12.6562,0
26394010,61787977,0,-6,102,12.6562,0
26121434,59289156,0,1,101,46.5,0.2
26518034,62898959,0,3420,101,-1,0
26424386,60499931,0,655,101,9.375,0
26426667,60499936,0,292,101,12.25,0
26456108,60730170,0,421,100,22.5,0.1
26456107,60730171,0,395,100,35.4375,0.1
26487506,61041173,0,388,100,-1,0
26490901,61125201,0,204,100,-1,0
26531866,62764276,0,922,99,-1,0
24495244,59303334,0,0,99,46.5,0.2
26235156,62943619,0,0,99,-1,0
26539022,62830681,0,0,98,-1,0
26391793,60241924,0,0,98,21.5156,0.1
26307891,59331289,0,1391,98,2.8125,0
20515472,59296212,0,649,97,4,0
26361035,60379923,0,0,97,38.6718,0.1
26480829,62124234,0,-1,97,40.69,0.2
26393553,61809980,0,589,96,19.6875,0.1
26488708,61041169,0,90,96,-1,0
26413957,60955859,0,0,96,18.75,0.1
26357111,59719921,0,79,95,42.25,0.2
26411823,60757347,0,810,95,10.6875,0
26465598,61995470,0,352,95,10.6875,0
26470524,61995478,0,0,95,10.6875,0
26299760,59330763,0,1116,94,35.9375,0.1
26553510,62830633,0,936,93,-1,0
26553512,62830687,0,936,93,-1,0
26479917,61069425,0,30,92,35.625,0.1
26413921,60898646,0,8,92,40.6875,0.1
26285430,59293425,0,0,92,302.8125,1.1
26309307,59364421,0,0,92,24.5,0.1
26487603,62689732,0,0,92,-1,0
26327822,59307944,0,363,92,27.5,0.1
26413909,60204793,0,212,92,125,0.4
26480819,61048740,0,693,91,12,0
24600167,59293417,0,0,91,6.75,0
26489201,61041177,0,144,91,90,0.3
26357113,59719926,0,0,90,16.3125,0.1
26439411,60499934,0,764,90,0.3125,0
26481813,62599031,0,630,89,-1,0
26201518,59309792,0,2,89,24.375,0.1
24637801,60511107,0,11060,89,10.125,0
26426986,61160973,0,2608,89,56.25,0.2
26455082,61995456,1,339,88,10.6875,0
26553514,62830696,0,936,88,-1,0
26553802,62830667,0,612,88,-1,0
26438538,61619846,0,61,88,42.25,0.1
26499754,62124192,0,864,88,-1,0
26480818,61048739,0,486,87,4,0
26489203,61041178,0,1,87,37.5,0.1
26538273,62764303,0,1303,86,-1,0
25144499,61312059,0,319,86,89.25,0.3
26353255,60379934,0,21,86,49.5,0.2
26353259,60379931,0,-21,86,49.5,0.2
25143897,60034110,0,648,86,17.0625,0.1
25143501,60049221,0,324,86,17.0625,0.1
26424382,60806572,0,508,85,3.125,0
26353241,60379941,0,8,85,33.75,0.1
26450468,62332582,0,943,85,32.5,0.1
26487505,61041181,0,274,84,-1,0
26487504,61041174,0,126,84,18,0.1
26063750,59321338,0,1378,83,6.75,0
26426984,61160971,0,1680,81,56.25,0.2
26411838,60219554,0,1560,81,10.125,0
26479702,61995474,0,107,81,15.625,0
26470598,61425112,0,864,81,-1,0
26309309,59364415,0,672,81,16.3125,0.1
26455078,61674215,0,0,80,-1,0
25143909,61312057,0,0,80,81.8125,0.2
26470658,62176179,0,434,80,-1,0
26411839,60219555,0,620,80,8.064,0
21668745,59309099,0,560,80,2.6562,0
26139381,59292908,0,0,79,33.75,0.1
26439407,60499932,0,497,79,3.125,0
25142398,59622830,0,85,78,182.875,0.5
26553511,62830634,0,936,78,-1,0
26401918,60778276,0,258,78,33.6875,0.1
26353243,60379933,0,26,77,29.9062,0.1
26400310,61023890,0,0,77,16.3125,0
26120440,59289157,0,630,76,10.9375,0
26447074,61871275,0,241,76,35.9375,0.1
23498177,59294082,0,0,76,58.7813,0.2
26411824,60794700,0,1147,76,10.6875,0
26413935,60794711,0,401,76,10.6875,0
26478225,61742416,0,2188,75,-1,0
21678633,59309644,0,0,75,1.25,0
25144328,61312060,0,329,74,83.5312,0.2
26447076,61871277,0,156,74,35.9375,0.1
26488712,61041171,0,2,74,49,0.1
26553801,62830654,0,1224,72,-1,0
26468838,61995480,0,0,72,56.25,0.2
23063263,59287428,0,218,72,1.5469,0
26276062,60511109,0,206,72,9,0
26411819,60757348,0,0,72,18.75,0.1
26399293,61832310,0,146,71,9.375,0
26447072,61871272,0,277,70,35.9375,0.1
26120436,59291167,0,865,69,13.5,0
25143301,60375172,0,480,69,172.125,0.5
26330003,60064417,0,3763,68,11.25,0
26186671,59363423,0,0,68,11.25,0
26399294,61832313,0,0,68,12.6562,0
26470660,62176192,0,356,68,-1,0
26311433,59818462,0,952,67,4,0
26401919,60778277,0,65,67,30.625,0.1
21678631,59363567,0,514,67,0.5,0
21678630,59309643,0,73,67,0.4,0
25145201,#N/A,0,0,67,-1,0
26357109,59719925,1,607,67,33.75,0.1
25145195,61995468,0,144,66,81.8125,0.2
25145197,61995488,0,0,66,89.25,0.2
26354290,59688692,0,0,66,62.5,0.2
26237214,59363143,0,176,66,4,0
25143901,60721766,0,24,66,89.25,0.2
26553705,62830653,0,504,65,-1,0
21678634,59302986,0,150,65,0.4,0
26411836,60219557,0,529,64,6,0
25143911,61312058,0,179,64,89.25,0.2
26438521,60331966,0,0,64,63,0.2
26307889,59331288,0,758,64,84.6094,0.2
26480722,61699688,0,661,63,-1,0
26399281,61832316,0,3922,63,12.6562,0
26449770,61995479,0,884,63,7.875,0
26170216,59328036,0,1017,62,5,0
26437154,61832328,0,74,61,12.6562,0
26480519,62022649,0,336,60,-1,0
26353502,60379927,0,241,60,40.625,0.1
26442802,62409011,0,4055,60,-1,0
26465596,61995469,0,167,60,14.9625,0
21678629,59302985,0,812,60,2.6562,0
26479703,61995475,0,10,59,15.625,0
26413927,60898640,0,0,59,24.5,0.1
26353251,60379949,0,424,59,16.25,0
26235160,63064775,0,0,59,-1,0
26480718,61699686,0,831,58,-1,0
26276061,60511110,0,691,58,10.125,0
26401718,60049225,0,634,58,9.625,0
26488706,61041176,0,83,58,816.1563,1.8
26309317,59688688,0,720,57,7.875,0
26553803,62830638,0,1414,57,-1,0
26553509,62830632,0,936,57,-1,0
26403508,60778274,0,415,57,24.0625,0.1
26393555,61809978,0,0,57,10.6875,0
26394685,61188051,0,0,56,9.375,0
26479700,61425111,0,67,55,5.0625,0
26412994,61134688,0,0,55,5.0625,0
26328327,59330786,0,1790,54,4,0
26244626,59305287,1,1,54,46.5,0.1
26354287,59688666,0,0,54,31.25,0.1
26177566,59459585,0,577,53,4,0
26401910,60778264,0,0,53,31.25,0.1
26481815,62668237,0,360,52,-1,0
26240375,59326091,0,1200,52,13.5,0
26413937,60794712,0,0,52,7.875,0
26553800,62830651,0,1224,52,-1,0
26502545,62218540,0,917,52,-1,0
26284228,59303119,0,246,51,4.29,0
26489202,61041172,0,90,51,91,0.2
26394008,61787975,0,5699,51,12.6563,0
25144326,61312061,0,117,49,94.5,0.2
26402001,60730160,0,2027,49,5.0625,0
26477468,62176181,0,1920,48,-1,0
26454056,62176193,0,1776,48,-1,0
26194706,59364299,0,1591,48,6.75,0
26484325,62176199,0,1344,48,-1,0
26455080,61995490,0,155,48,18.75,0
26400279,60794690,0,153,48,19.6875,0
26439892,61425107,0,1269,47,5.0625,0
26237040,59331269,0,3371,47,8.3125,0
26499752,62511205,0,864,47,-1,0
26439413,60499930,0,726,46,3.125,0
26291968,59310118,0,0,46,35.9375,0.1
26291738,59395801,0,0,46,42.1875,0.1
26401911,60778265,0,0,46,31.25,0.1
25144598,60297228,0,111,45,178.0625,0.3
26399154,61549831,0,0,44,12,0
26502477,62338688,0,504,43,-1,0
26484323,62176195,0,1296,42,-1,0
26299758,59364278,0,582,42,4,0
26487491,62511235,0,576,42,-1,0
26413961,60955857,0,1057,42,7.875,0
26439472,61425088,0,373,42,7.875,0
26411817,60794704,0,190,42,9,0
26455084,61995489,0,77,42,7.875,0
26434246,61112063,0,264,40,-1,0
26434248,60806565,0,203,40,9.375,0
25143913,61312064,0,129,40,94.5,0.1
26410672,61134686,0,1562,40,5.0625,0
26393557,60794698,0,0,39,9,0
26208470,59309825,0,8,39,25,0
26403502,60778273,0,0,39,37.8125,0.1
24566446,59363809,0,639,38,171.5,0.2
24566447,59363928,0,517,38,196.875,0.3
26529360,61787992,0,222,38,-1,0
26529359,61787994,0,222,38,-1,0
26529358,61787970,0,214,38,-1,0
25144600,60297227,0,200,38,199.5,0.3
26439466,61425087,0,711,37,7.875,0
26400283,60794703,0,116,36,7.875,0
26413941,60730172,0,2524,36,5.0625,0
26454057,62176161,0,1296,36,-1,0
26454060,62176194,0,1296,36,-1,0
26484331,62176198,0,912,36,-1,0
26395118,59743629,0,82,36,234,0.3
26238437,59307250,0,0,36,117.4062,0.2
26425390,60241937,0,0,36,91.125,0.1
25144504,60583833,0,0,36,182.88,0.3
26426677,60499939,0,538,34,3.125,0
26394007,61787974,0,2,34,12.6562,0
26394011,61787978,0,-20,34,12.6562,0
26297386,59422661,0,424,34,5.0625,0
26299727,59330806,0,0,33,91.125,0.1
26495743,62511204,0,864,32,-1,0
26449956,61995447,0,432,32,-1,0
25142400,59622829,0,245,32,143,0.2
26480825,60992488,0,166,32,16.4062,0
26399754,60049224,0,1347,31,8.75,0
26487492,62511236,0,576,31,-1,0
26154306,59292971,0,0,31,9,0
26098889,59299018,0,0,31,9,0
26476596,61742394,0,576,31,-1,0
26476597,61742414,0,576,31,-1,0
26335628,60898673,0,278,30,2.75,0
25144602,60297230,0,19,30,182.875,0.2
26454059,62176176,0,1200,30,-1,0
26517151,62176171,0,1195,30,56.25,0.1
25143917,60105858,0,465,30,191.1875,0.2
26411881,60856541,0,205,30,-1,0
26398431,60665680,0,0,30,-1,0
25143919,60105859,0,330,30,173.25,0.2
26209359,59309859,0,1122,29,10.12,0
26421288,61134696,0,0,29,2.6718,0
26275524,59299679,0,686,28,18.75,0
26517150,62176175,0,586,28,56.25,0.1
26308475,60511111,0,358,28,10.125,0
24637802,60511108,0,310,28,9,0
25143497,59818447,0,0,28,156.75,0.2
26517160,62176174,0,1497,27,56.25,0.1
26477465,61742405,0,0,27,3.75,0
26401942,61134693,0,1026,25,3,0
26328175,60064419,0,291,25,1.1875,0
26480828,60933147,0,156,24,15,0
26489200,61995442,0,0,24,11.4844,0
26454058,62176155,0,1248,24,-1,0
26309314,59688704,0,360,24,11.25,0
26412071,62454007,0,264,24,-1,0
25144604,60297236,0,0,24,182.875,0.2
26426681,60806571,0,528,23,6.25,0
26502543,62218545,0,360,23,-1,0
26426847,60241939,0,167,22,151.25,0.1
26342028,59998144,0,376,21,24,0
25142595,59618912,0,229,21,182.875,0.1
24497846,59288906,0,0,21,9,0
26517154,62176173,0,296,21,31.5,0
26172254,59361254,0,0,21,5,0
26129266,59363678,0,0,21,4,0
26333393,59546551,0,0,20,3,0
26424388,60499940,0,690,20,13.2343,0
26477464,61742401,0,217,20,3.75,0
26273269,59309783,0,0,20,18.75,0
26470522,61995476,0,0,20,14.0625,0
26402010,61749906,0,1721,19,5.0625,0
26402015,61832325,0,1505,19,5.0625,0
26517153,62176166,0,0,19,31.5,0
26328334,59310588,0,1665,18,11.25,0
26091589,59302994,0,941,18,24.0468,0
26155175,59291389,1,861,18,29.6875,0
26426679,60806564,0,465,17,11.3437,0
26424395,60806567,0,1,17,15.625,0
26205539,59364321,0,0,17,35.625,0
26275523,59307190,0,5,16,18.75,0
26293712,59327686,0,0,16,18.75,0
26411820,60794693,0,0,16,18.75,0
26412072,62454006,0,216,16,-1,0
26411841,60219556,0,1081,16,9.1875,0
26333391,59546549,0,1485,15,3,0
26413929,60970963,0,338,15,64,0
26333392,59546550,0,176,15,1.125,0
26421290,61134697,0,0,15,1.1875,0
26148524,59281910,0,0,14,117.4062,0.1
26410663,61134687,0,0,14,5.0625,0
26300544,59364250,0,1124,13,3.0625,0
26484126,60992487,0,248,13,-1,0
26155174,59283070,0,138,13,23.75,0
26484127,60992486,0,136,13,362.4843,0.2
26395116,59743627,0,60,12,75.9375,0
26311501,59688703,0,824,12,19.6875,0
26300546,59293380,0,264,12,4,0
26209360,59328010,0,1322,11,16.65,0
26240388,59326787,0,0,10,7.875,0
26174124,59363037,0,128,9,27,0
26311502,59688705,0,456,8,16.875,0
26147937,59301859,0,727,7,468.75,0.1
26282866,59330761,0,447,6,22.5,0
26282864,59298695,0,700,5,17.5,0
26354084,62992830,0,13608,0,-1,0
26394698,61230578,1,11272,0,7.875,0
26495860,62176145,0,10640,0,-1,0
26468718,61259768,1,9840,0,7.875,0
26360591,60692996,0,9106,0,31,0
26540157,63041160,0,8800,0,-1,0
26307949,61297921,0,8336,0,32.625,0
26394693,61230579,0,8125,0,7.875,0
26407245,60692975,0,8032,0,32.625,0
26540159,63041170,0,7744,0,-1,0
26540139,63041154,0,7680,0,-1,0
26537144,62764279,0,7670,0,-1,0
26490035,62348193,0,7539,0,32.625,0
26360571,60692987,0,7365,0,24.375,0
26477883,62124223,0,7226,0,31,0
26537627,62764321,0,7180,0,-1,0
26467618,61923379,0,7164,0,81.2812,0
26395960,60970922,1,7040,0,7.875,0
26298247,61297920,0,7040,0,-1,0
26540135,63013414,0,7040,0,-1,0
26540150,63041157,0,7040,0,-1,0
26330005,60064420,0,6619,0,10.5,0
26407225,60692950,0,6559,0,32.625,0
26395947,60970921,0,6255,0,7.875,0
26532390,62747519,0,6124,0,7.88,0
26208117,59309994,0,6049,0,7.875,0
26393028,60594839,0,6049,0,81.2812,0
26458610,61205562,0,5985,0,81.2812,0
26330000,60064416,0,5984,0,-1,0
26533669,62747523,0,5866,0,7.875,0
26537110,62747552,0,5832,0,7.875,0
26546720,62764283,0,5760,0,-1,0
26537630,62764328,0,5756,0,-1,0
26439201,61008949,0,5747,0,32.625,0
26447974,60692941,0,5673,0,32.625,0
26537114,62747538,0,5669,0,7.875,0
26399185,61259763,3,5628,0,7.875,0
26439898,62409023,0,5611,0,32.625,0
26438462,61230573,0,5461,0,7.875,0
26394696,60970915,1,5389,0,7.875,0
26477473,62124236,0,5370,0,-1,0
26537626,62764320,0,5280,0,81.2812,0
26560149,62821760,0,5279,0,-1,0
26487226,61774004,0,5255,0,7.875,0
26461148,62031005,0,5245,0,26.8125,0
26467619,61923382,0,5181,0,81.2812,0
26412617,60692944,1,5173,0,32.625,0
26300355,60911419,0,5153,0,56.25,0
26438469,61898004,1,5143,0,7.875,0
26460824,61787996,0,4928,0,32.625,0
26533670,62747524,0,4905,0,7.875,0
26487220,61774005,0,4864,0,7.875,0
26408220,60739274,0,4822,0,32.625,0
26533846,62582852,0,4800,0,-1,0
26477880,62124222,0,4798,0,-1,0
26477855,62124245,0,4776,0,-1,0
26556628,62961712,0,4752,0,-1,0
26556624,62961730,0,4752,0,-1,0
26467609,61205559,0,4738,0,81.2812,0
26360581,60692982,0,4641,0,23.4375,0
26192611,59364409,0,4612,0,31,0
26192613,59364407,0,4589,0,31,0
26402004,60730158,0,4553,0,5.0625,0
26477886,62124224,0,4536,0,31,0
26395536,62176150,0,4335,0,21,0
26410064,60692967,0,4324,0,32.625,0
26268191,59307105,0,4278,0,46.5,0
26203985,59331167,0,4213,0,7.875,0
26440305,61230583,0,4146,0,7.875,0
26441612,61205552,0,4080,0,81.2812,0
26480803,62124244,0,4080,0,31,0
26490549,61774008,0,4059,0,7.875,0
26438471,61250867,1,4022,0,7.875,0
26477870,62124219,0,4012,0,40.6875,0
26192605,59364408,0,3989,0,-1,0
26452595,61297914,0,3920,0,56.25,0
26414515,61188059,0,3873,0,26.8125,0
26538792,62764281,0,3840,0,-1,0
26538791,62764322,0,3840,0,-1,0
26121269,59329648,0,3751,0,31,0
26357105,59719924,0,3744,0,23.4375,0
26553000,62764344,0,3659,0,-1,0
26242917,59326694,0,3622,0,7.875,0
26475535,62462426,0,3605,0,-1,0
26475536,62462429,0,3605,0,-1,0
26402396,60794734,0,3600,0,33,0
26402388,60794736,0,3600,0,29.91,0
26465831,61269084,2,3586,0,7.875,0
26477881,62124231,0,3561,0,31,0
26467604,61205566,0,3547,0,81.2812,0
26540128,63013416,0,3520,0,-1,0
26541367,63041162,0,3520,0,-1,0
26475537,62462432,0,3500,0,-1,0
26477865,62124209,0,3476,0,-1,0
26480583,62124208,0,3473,0,31,0
26495794,62462438,0,3456,0,-1,0
26395961,60970918,1,3418,0,3.5,0
26358873,60637021,0,3410,0,32,0
26358874,60637022,0,3391,0,40.6875,0
26393214,60637032,0,3383,0,26.81,0
26477879,62124221,0,3370,0,-1,0
26562187,62398844,0,3366,0,7.875,0
26546729,62764288,0,3360,0,-1,0
26552842,62764343,0,3360,0,-1,0
26542703,62764300,0,3359,0,-1,0
26192607,59364405,0,3357,0,-1,0
26442807,62409013,0,3336,0,32.625,0
26408239,61008940,0,3267,0,2.25,0
26467608,61205569,0,3225,0,81.2812,0
26486188,62409031,0,3225,0,32.625,0
26402003,60730161,0,3140,0,5.0625,0
26477481,62124240,0,3125,0,-1,0
26438468,61250865,1,3083,0,7.875,0
26533679,62747526,0,3041,0,7.875,0
26275541,59307193,0,3040,0,24.38,0
26412344,61205510,0,3020,0,81.2813,0
26470500,62031012,0,2975,0,31,0
26477470,62124213,0,2888,0,-1,0
26385434,59551850,0,2880,0,13.125,0
26477873,62124210,0,2880,0,-1,0
26538794,62764306,0,2880,0,-1,0
26407749,61444020,0,2852,0,28.125,0
24623976,59285130,0,2796,0,6.75,0
26440301,61230581,0,2784,0,7.875,0
