id	Year	Author	Title	Corpus
489	2014	"Evanovich,Janet"	TopSecretTwentyOne	MY
490	2014	"Fairstein,Linda"	TerminalCity	MY
491	2014	"Fitzpatrick,Becca"	BlackIce	MY
492	2014	"French,Tana"	TheSecretPlace	MY
493	2014	"Galbraith,Robert"	TheSilkworm	MY
494	2014	"Gerritsen,Tess"	DieAgain	MY
495	2014	"Hawkins,Paula"	TheGirlontheTrain	MY
496	2014	"Healey,Emma"	ElizabethisMissing	MY
497	2014	"Hendrix,Grady"	Horrorstor	MY
498	2014	"Hinton,Lynne"	SisterEvePrivateEye	MY
499	2014	"Jones,Darynda"	SixthGraveontheEdge	MY
500	2014	"Klise,James"	TheArtofSecrets	MY
501	2014	"Kubica,Mary"	TheGoodGirl	MY
502	2014	"Lashner,William"	Bagmen	MY
503	2014	"Lashner,William"	TheBarkeep	MY
504	2014	"McKenzie,CB"	BadCountry	MY
505	2014	"McPherson,Catriona"	TheDaySheDied	MY
506	2014	"Murphy,Hunter"	ImogeneinNewOrleans	MY
507	2014	"Nesbo,Jo"	TheSon	MY
508	2014	"Neville,Stuart"	TheFinalSilence	MY
509	2014	"Nolen,RL"	DeadlyThyme	MY
510	2014	"Papernick,Jonathan"	TheBookofStone	MY
511	2014	"Penny,Louise"	TheLongWayHome	MY
512	2014	"Picoult,Jodi"	LeavingTime	MY
513	2014	"Pryor,Mark"	TheBloodPromise	MY
514	2014	"Pryor,Mark"	TheButtonMan	MY
515	2014	"Raimondo,Lynne"	DantesPoison	MY
516	2014	"Reade,Amy"	SecretsofHallsteadHouse	MY
517	2014	"Reichs,Kathy"	BonesNeverLie	MY
518	2014	"Rickstad,Eric"	TheSilentGirls	MY
519	2014	"Robb,JD"	FestiveinDeath	MY
520	2014	"Shafer,David"	WhiskeyTangoFoxtrot	MY
521	2014	"Sherratt,Mel"	WatchingOverYou	MY
522	2014	"Slaughter,Karin"	CopTown	MY
523	2014	"Smith,AlexanderMccall"	TheHandsomeMansDeLuxe	MY
524	2014	"Smith,TomRob"	TheFarm	MY
525	2014	"Stelmach,Orest"	TheBoyWhoGlowedintheDark	MY
526	2014	"Sternbergh,Adam"	ShovelReady	MY
527	2014	"Stevens,Chevy"	ThatNight	MY
528	2014	"Turner,Stevie"	AHouseWithoutWindows	MY
529	2014	"Unger,Lisa"	IntheBlood	MY
530	2014	"Weaver,Ashley"	MurderattheBrightwell	MY
531	2015	"Aaronovitch,Ben"	FoxgloveSummer	MY
532	2015	"Ahdieh,Renee"	TheWrathandtheDawn	MY
533	2015	"Ahlborn,Ania"	WithinTheseWalls	MY
534	2015	"Arlen,Tessa"	DeathofaDishonorableGentlemen	MY
535	2015	"Atkins,Ace"	RobertBParkersKickback	MY
536	2015	"Berry,Steve"	ThePatriotThreat	MY
537	2015	"Bolton,Sharon"	LittleBlackLies	MY
538	2015	"Box,CJ"	Endangered	MY
539	2015	"Bradley,Alan"	AsChimneySweepersCometoDust	MY
540	2015	"Child,Lincoln"	TheForgottenRoom	MY
541	2015	"Coben,Harlan"	TheStranger	MY
542	2015	"Cotterill,Colin"	SixandaHalfDeadlySins	MY
543	2015	"Deaver,Jeffery"	SolitudeCreek	MY
544	2015	"Elliot,Kendra"	Spiraled	MY
545	2015	"Gardner,Lisa"	Crash&Burn	MY
546	2015	"Green,Simon"	TheDarkSideoftheRoad	MY
547	2015	"Griffiths,Elly"	TheGhostFields	MY
548	2015	"Hinton,Lynne"	TheCaseoftheSinCitySister	MY
549	2015	"Hunter,Stephen"	IRipper	MY
550	2015	"Iles,Greg"	TheBoneTree	MY
551	2015	"Jaff,Sophie"	LoveisRed	MY
552	2015	"Johnson,Craig"	DryBones	MY
553	2015	"Johnston,Tim"	Descent	MY
554	2015	"Jones,Darynda"	EighthGraveAfterDark	MY
555	2015	"Juba,Stacy"	DarkBeforeDawn	MY
556	2015	"Kellerman,Jonathan"	Motive	MY
557	2015	"King,LaurieR"	DreamingSpies	MY
558	2015	"King,Stephen"	FindersKeepers	MY
559	2015	"Knight,Renee"	Disclaimer	MY
560	2015	"Knoll,Jessica"	LuckiestGirlAlive	MY
561	2015	"Lanyon,Josh"	WinterKill	MY
562	2015	"Latham,Jennifer"	ScarlettUndercover	MY
563	2015	"Marsons,Angela"	EvilGames	MY
564	2015	"Marsons,Angela"	SilentScream	MY
565	2015	"Matthews,Jason"	PalaceofTreason	MY
566	2015	"McCreight,Kimberly"	WhereTheyFoundHer	MY
567	2015	"Mosley,Walter"	AndSometimesIWonder	MY
568	2015	"Oliver,Lauren"	VanishingGirls	MY
569	2015	"Palmer,Daniel"	Desperate	MY
570	2015	"Patterson,James"	14thDeadlySin	MY
571	2015	"Patterson,James"	Unlucky13	MY
572	2015	"Pearl,Matthew"	TheLastBookaneer	MY
573	2015	"Price,Richard"	TheWhites	MY
574	2015	"Pulley,DM"	TheDeadKey	MY
575	2015	"Quick,Amanda"	GardenofLies	MY
576	2015	"Robb,JD"	ObsessioninDeath	MY
577	2015	"Ryan,Carrie"	DaughterofDeepSilence	MY
578	2015	"Salvalaggio,Karin"	BurntRiver	MY
579	2015	"Sandford,John"	GatheringPrey	MY
580	2015	"Scottoline,Lisa"	EveryFifteenMinutes	MY
581	2015	"Sherratt,Mel"	FollowtheLeader	MY
582	2015	"Stelmach,Orest"	TheAlterGirl	MY
583	2015	"Stokes,Paula"	LiarsInc	MY
584	2015	"Summers,Courtney"	AlltheRage	MY
585	2015	"Swanson,Peter"	TheKindWorthKilling	MY
586	2015	"Swyler,Erika"	TheBookofSpeculation	MY
587	2015	"Thomas,Rob"	VeronicaMars	MY
588	2015	"Tremayne,SK"	TheIceTwins	MY
589	2015	"Tyson,Wendy"	DyingBrand	MY
590	2015	"Wallace,Michael"	CrowHollow	MY
591	2015	"Walsh,MO"	MySunshineAway	MY
592	2015	"White,Karen"	TheSoundofGlass	MY
593	2015	"Winspear,Jacqueline"	ADangerousPlace	MY
594	2005	"Boyden,Joseph"	ThreeDayRoad	PW
595	2005	"Fried,Golda"	Nellcott	PW
596	2005	"Gill,Charlotte"	Ladykiller	PW
597	2005	"Pate,Kathy"	Alphabet	PW
598	2006	"Cole,Trevor"	TheFearsomeParticles	PW
599	2007	"Chariandy,David"	Soucouyant	PW
600	2007	"Gowdy,Barbara"	Helpless	PW
601	2007	"ONeill,Heather"	LullabiesforLittle	PW
602	2008	"Hage,Rawi"	Cockroach	PW
603	2008	"Richards,DavidAdam"	TheLostHighway	PW
604	2008	"Stenson,Fred"	GreatKaroo	PW
605	2009	"Munro,Alice"	TooMuchHappiness	PW
606	2009	"Crummey,Michael"	Galore	PW
607	2009	"Lyon,Annabel"	TheGoldenMean	PW
608	2010	"Birdsell,Sandra"	WaitingForJoe	PW
609	2010	"Donoghue,Emma"	Room	PW
610	2010	"HaydenTaylor,Drew"	MotorcyclesandSweetgrass	PW
611	2010	"Winter,Kathleen"	Annabel	PW
612	2011	"Bezmozgis,David"	TheFreeWorld	PW
613	2011	"Endicott,Marina"	LittleShadows	PW
614	2011	"Zentner,Alexi"	Touch	PW
615	2012	"Dobozy,Tamas"	Siege13	PW
616	2012	"Hough,Robert"	DrBrinkley	PW
617	2012	"Lam,Vincent"	TheHeadmastersWager	PW
618	2012	"Snyder,Carrie"	TheJulietStories	PW
619	2013	"Bonert,Kenneth"	LionSeeker	PW
620	2013	"Boyden,Joseph"	Orenda	PW
621	2013	"McAdam,Colin"	ABeautifulTruth	PW
622	2013	"Selvadurai,Shyam"	HungryGhosts	PW
623	2014	"Crummey,Michael"	Sweetland	PW
624	2014	"Gaston,Bill"	JulietWasASurprise	PW
625	2014	"HoldenRothman,Claire"	MyOctober	PW
626	2014	"Thomas,Joan"	OpeningSky	PW
627	2006	"Behrens,Peter"	LawofDreams	PW
628	2008	"Ricci,Nino"	OriginofSpecies	PW
629	2009	"Pullinger,Kate"	MistressofNothing	PW
630	2010	"Warren,Dianne"	CoolWater	PW
631	2012	"Spalding,Linda"	Purchase	PW
632	2013	"Catton,Eleanor"	Luminaries	PW
633	2014	"King,Thomas"	TheBackoftheTurtle	PW
634	2005	"Danticat,Edwidge"	DewBreaker	PW
635	2005	"Yarbrough,Steve"	PrisonersofWar	PW
636	2006	"Fisher,Karen"	ASuddenCountry	PW
637	2006	"Salter,James"	LastNight	PW
638	2006	"Wagner,Bruce"	TheChrysanthemumPalace	PW
639	2007	"DAmbrosio,Charles"	TheDeadFishMuseum	PW
640	2007	"Eisenberg,Deborah"	TwilightoftheSuperheroes	PW
641	2007	"Hempel,Amy"	TheCollectedStoriesofAmyHempel	PW
642	2007	"Jones,EdwardP"	AuntHagar	PW
643	2008	"Dillard,Annie"	TheMaytrees	PW
644	2008	"Leavitt,David"	TheIndianClerk	PW
645	2008	"Rash,Ron"	ChemistryandOtherStories	PW
646	2009	"Bynum,SarahShun-lien"	MsHempel	PW
647	2009	"Choi,Susan"	APersonofInterest	PW
648	2009	"Price,Richard"	LushLife	PW
649	2009	"Rash,Ron"	Serena	PW
650	2010	"Kingsolver,Barbara"	TheLacuna	PW
651	2010	"Moore,Lorrie"	GateAt	PW
652	2010	"Watson,Brad"	AliensinthePrimeofTheirLives	PW
653	2010	"Whitehead,Colson"	SagHarbor	PW
654	2011	"Egan,Jennifer"	AVisitFrom	BS
655	2011	"Puchner,Eric"	ModelHome	PW
656	2012	"Banks,Russell"	LostMemory	PW
657	2012	"DeLillo,Don"	TheAngelEsmeralda	PW
658	2012	"Desai,Anita"	TheArtistofDisappearance	PW
659	2012	"Hunt,Laird"	KindOne	PW
660	2012	"Johnson,TGeronimo"	HoldItTillItHurts	PW
661	2012	"Millhauser,Steven"	WeOthersNew&SelectedStories	PW
662	2013	"Gray,Amelia"	Threats	PW
663	2013	"Mallon,Thomas"	Watergate	PW
664	2014	"Alarcon,Daniel"	AtNightWeWalkinCircles	PW
665	2014	"Everett,Percival"	PercivalEverett	PW
666	2014	"Silber,Joan"	FoolsStories	PW
667	2014	"Trueblood,Valerie"	SearchPartyStoriesofRescue	PW
668	2005	"Jin,Ha"	WarTrash	PW
669	2007	"Roth,Philip"	Everyman	PW
670	2008	"Christensen,Kate"	GreatMan	PW
671	2009	"ONeill,Joseph"	Netherland	PW
672	2010	"Alexie,Sherman"	WarDances	PW
673	2011	"Eisenberg,Deborah"	TheCollectedStoriesofDeborahEisenberg	PW
674	2012	"Otsuka,Julie"	BuddhaIn	PW
675	2013	"AlireSaenz,Benjamin"	EverythingBeginsandEndsattheKentucky	PW
676	2014	"Fowler,KarenJoy"	WeareAll	PW
677	2005	"Barfoot,Joan"	Luck	PW
678	2005	"Gibb,Camilla"	SweetnessintheBelly	PW
679	2005	"Moore,Lisa"	Alligator	PW
680	2005	"Ravel,Edeet"	WallofLight	PW
681	2006	"Grenville,Kate"	SecretRiver	PW
682	2006	"Hage,Rawi"	DeNirosGame	PW
683	2006	"Quiviger,Pascale"	PerfectCircle	PW
684	2006	"Soucy,Gaetan"	ImmaculateConception	PW
685	2006	"Windley,Carol"	HomeSchooling	PW
686	2007	"Ondaatje,Michael"	Divisadero	PW
687	2007	"Vassanji,MG"	AssassinsSong	PW
688	2007	"York,Alissa"	Effigy	PW
689	2008	"DeSa,Anthony"	BarnacleLove	PW
690	2008	"Endicott,Marina"	GoodtoaFault	PW
691	2008	"Swan,Mary"	BoysintheTrees	PW
692	2009	"Echlin,Kim"	Disappeared	PW
693	2009	"McAdam,Colin"	Fall	PW
694	2009	"Michaels,Anne"	TheWinterVault	PW
695	2010	"Bergen,David"	TheMatterwithMorris	PW
696	2010	"MacLeod,Alexander"	LightLifting	PW
697	2010	"Selecky,Sarah"	CakeisForPartyStories	PW
698	2011	"Coady,Lynn"	Antagonist	PW
699	2011	"Ondaatje,Michael"	CatsTable	PW
700	2012	"Ohlin,Alix"	Inside	PW
701	2012	"Richler,Nancy"	ImposterBride	PW
702	2012	"Thuy,Kim"	Ru	PW
703	2012	"Wangersky,Russell"	WhirlAwayStories	PW
704	2013	"Bock,Dennis"	GoingHomeAgain	PW
705	2013	"Davidson,Craig"	CataractCity	PW
706	2013	"Moore,Lisa"	Caught	PW
707	2013	"Vyleta,Dan"	TheCrookedMaid	PW
708	2014	"Bezmozgis,David"	TheBetrayers	PW
709	2014	"Itani,Frances"	Tell	PW
710	2014	"ONeill,Heather"	GirlWhoWasSaturday	PW
711	2014	"Toews,Miriam"	AllmyPunySorrows	PW
712	2014	"Viswanathan,Padma"	EverAfterofAshwin	PW
713	2005	"Bergen,David"	TheTimeinBetween	PW
714	2006	"Lam,Vincent"	BloodlettingandMiraculousCures	PW
715	2007	"Hay,Elizabeth"	LateNights	PW
716	2008	"Boyden,Joseph"	ThroughBlackSpruce	PW
717	2009	"Macintyre,Linden"	BishopsMan	PW
718	2010	"Skibsrud,Johanna"	Sentimentalists	PW
719	2012	"Ferguson,Will"	419	PW
720	2013	"Coady,Lynn"	HellgoingStories	PW
721	2014	"Michaels,Sean"	UsConductors	PW
722	2005	"Barnes,Julian"	ArthurGeorge	PW
723	2005	"Barry,Sebastian"	LongLongWay	PW
724	2005	"Ishiguro,Kazuo"	NeverLetMeGo	PW
725	2006	"Matar,Hisham"	CountryofMen	PW
726	2006	"Waters,Sarah"	NightWatch	PW
727	2007	"Hamid,Mohsin"	ReluctantFund	PW
728	2007	"Jones,Lloyd"	MisterPip	PW
729	2007	"Mcewan,Ian"	ChesilBeach	PW
730	2008	"Barry,Sebastian"	SecretScripture	PW
731	2008	"Ghosh,Amitav"	SeaOfPoppies	PW
732	2008	"Grant,Linda"	ClothesOn	PW
733	2008	"Hensher,Philip"	NorthernClemency	PW
734	2008	"Toltz,Steve"	AFractionoftheWhole	PW
735	2009	"Foulds,Adam"	TheQuickeningMaze	PW
736	2009	"Byatt,AS"	TheChildrensBook	PW
737	2009	"Coetzee,JM"	Summertime	PW
738	2009	"Mawer,Simon"	GlassRoom	PW
739	2009	"Waters,Sarah"	LittleStranger	PW
740	2010	"Carey,Peter"	ParrotandOlivier	PW
741	2010	"Galgut,Damon"	InaStrangeRoom	PW
742	2010	"Levy,Andrea"	TheLongSong	PW
743	2010	"Mccarthy,Tom"	C	PW
744	2011	"Birch,Carol"	JamrachsMenagerie	PW
745	2011	"DeWitt,Patrick"	SistersBrothers	PW
746	2011	"Edugyan,Esi"	Halfbloodblues	PW
747	2011	"Kelman,Stephen"	PigeonEnglish	PW
748	2011	"Miller,AD"	Snowdrops	PW
749	2012	"Moore,Alison"	TheLighthouse	PW
750	2012	"Self,Will"	Umbrella	PW
751	2012	"Thayil,Jeet"	Narcopolis	PW
752	2012	"TwanEng,Tan"	TheGardenofEveningMists	PW
753	2013	"Bulawayo,NoViolet"	WeNeed	PW
754	2013	"Crace,Jim"	Harvest	PW
755	2013	"Lahiri,Jhumpa"	Lowland	PW
756	2013	"Ozeki,Ruth"	TaleforTimeBeing	PW
757	2013	"Toibin,Colm"	TheTestamentofMary	PW
758	2014	"Ferris,Joshua"	RiseAgain	PW
759	2014	"Jacobson,Howard"	J	PW
760	2014	"Mukherjee,Neel"	LivesofOthers	PW
761	2014	"Smith,Ali"	HowToBeBoth	PW
762	2005	"Banville,John"	TheSea	PW
763	2008	"Adiga,Aravind"	TheWhiteTiger	PW
764	2009	"Mantel,Hilary"	WolfHall	PW
765	2010	"Jacobson,Howard"	FinklerQuestion	PW
766	2011	"Barnes,Julian"	SenseofAn	PW
767	2012	"Mantel,Hilary"	BringUptheBod	PW
768	2014	"Flanagan,Richard"	NarrowRoad	PW
769	2005	"Doctorow,EL"	TheMarch	PW
770	2005	"Gaitskill,Mary"	Veronica	PW
771	2005	"Sorrentino,Christopher"	Trance	PW
772	2005	"Steinke,Rene"	HolySkirts	PW
773	2006	"Kalfus,Ken"	DisorderPeculiar	PW
774	2006	"Spiotta,Dana"	EattheDocument	PW
775	2006	"Walter,Jess"	TheZero	PW
776	2007	"Berlinski,Mischa"	Fieldwork	PW
777	2007	"Davis,Lydia"	VarietiesofDistrubanceStories	PW
778	2007	"Ferris,Joshua"	ThenWeCame	PW
779	2007	"Shepard,Jim"	LikeYoudUnderstand	PW
780	2008	"Hemon,Aleksandar"	TheLazarusProject	PW
781	2008	"Kushner,Rachel"	TelexfromCuba	PW
782	2008	"Scibona,Salvatore"	TheEnd	PW
783	2009	"Campbell,BonnieJo"	AmericanSalvage	PW
784	2009	"Mueenuddin,Daniyal"	InOtherRoomsOtherWonders	PW
785	2010	"Krauss,Nicole"	GreatHouse	PW
786	2010	"Shriver,Lionel"	SoMuchforThat	PW
787	2011	"Krivak,Andrew"	TheSojourn	PW
788	2011	"Obreht,Tea"	TheTigersWife	PW
789	2012	"Diaz,Junot"	ThisisHow	PW
790	2012	"Eggers,Dave"	AHologramfortheKing	PW
791	2012	"Fountain,Ben"	BillyLynnsLongHalftimeWalk	PW
792	2012	"Powers,Kevin"	YellowBirds	PW
793	2013	"Kushner,Rachel"	Flamethrowers	PW
794	2013	"Pynchon,Thomas"	BleedingEdge	PW
795	2013	"Saunders,George"	TenthofD	PW
796	2014	"Alameddine,Rabih"	UnnecessaryWoman	PW
797	2014	"Doerr,Anthony"	AlltheLightWeCannotSee	PW
798	2014	"Robinson,Marilynne"	Lila	PW
799	2014	"StJohnMandel,Emily"	StationEleven	PW
800	2005	"Vollmann,WilliamT"	EuropeCentral	PW
801	2006	"Powers,Richard"	EchoMaker	PW
802	2007	"Johnson,Denis"	TreeofSmoke	PW
803	2008	"Matthiessen,Peter"	ShadowCountry	PW
804	2009	"McCann,Colum"	LetTheGreatWorldSpin	PW
805	2010	"Gordon,Jaimy"	LordofMisrule	PW
806	2011	"Ward,Jesmyn"	SalvagetheBones	PW
807	2012	"Erdrich,Louise"	RoundHouse	PW
808	2013	"McBride,James"	GoodLordBird	PW
809	2014	"Klay,Phil"	Redeployment	PW
810	2003	"Low,Gennita"	IntoDanger	ROM
811	2007	"Grimm,Sarah"	AfterMidnight	ROM
812	2010	"Pineiro,Caridad"	StrongerthanSin	ROM
813	2010	"Wilson,Norah"	GuardingSuzannah	ROM
814	2011	"Brookes,Lindsey"	CapturingtheCowboysHeart	ROM
815	2011	"Carew,Opal"	InTooDeep	ROM
816	2011	"Fenech,Karen"	Imposter	ROM
817	2012	"Brogan,Tracy"	CrazyLittleThing	ROM
818	2012	"Elliot,Kendra"	Chilled	ROM
819	2012	"Elliot,Kendra"	Hidden	ROM
820	2012	"Jacobs,Mara"	WorthTheDrive	ROM
821	2012	"Kelly,Leslie"	BringingDownSam	ROM
822	2012	"Morgan,KelliAnne"	TheRancher	ROM
823	2012	"Shawn,Melanie"	SweetReunion	ROM
824	2012	"Sheehan,Madeline"	Undeniable	ROM
825	2013	"Daniels,Elise"	Awake	ROM
826	2013	"Dune,Lyla"	LowTideBikini	ROM
827	2013	"Elliot,Kendra"	Buried	ROM
828	2013	"Gabriel,Julia"	Cupcakes&Chardonnay	ROM
829	2013	"Jaymes,River"	TheBackupBoyfriend	ROM
830	2013	"Layne,Kennedy"	SinfulResurrection	ROM
831	2013	"Madden,JM"	EmbattledHearts	ROM
832	2013	"Marton,Dana"	Deathtrap	ROM
833	2013	"McCarthy,Kate"	FightingRedemption	ROM
834	2013	"Meyer,Tijan"	CarterReed	ROM
835	2013	"Moore,Addison"	BeautifulOblivion	ROM
836	2013	"Mummert,Teresa"	TheNote	ROM
837	2013	"Reynard,Sylvain"	GabrielsRedemption	ROM
838	2013	"Sex,Nikki"	WhatWendyWants	ROM
839	2013	"Simsion,Graeme"	TheRosieProject	ROM
840	2013	"Sparks,Nicholas"	TheLongestRide	ROM
841	2014	"Adams,Carina"	ForeverRed	ROM
842	2014	"Adams,Evelyn"	FeelsLikeHome	ROM
843	2014	"Armentrout,JenniferL"	TheReturn	ROM
844	2014	"Ashley,Kristen"	TheWill	ROM
845	2014	"Aurora,Belle"	RAW	ROM
846	2014	"Blakely,Lauren"	NightAfterNight	ROM
847	2014	"Brant,Kylie"	11	ROM
848	2014	"Brogan,Tracy"	TheBestMedicine	ROM
849	2014	"Bromberg,K"	Crashed	ROM
850	2014	"Charles,Ann"	TheGreatJackalopeStampede	ROM
851	2014	"Chase,Emma"	Tamed	ROM
852	2014	"Connor,Claudia"	WorththeFall	ROM
853	2014	"Dare,Tessa"	RomancingtheDuke	ROM
854	2014	"Elliot,Kendra"	Alone	ROM
855	2014	"Elliot,Kendra"	Vanished	ROM
856	2014	"Flynn,Avery"	HollywoodonTap	ROM
857	2014	"Gabaldon,Diana"	WritteninMyOwnHeartsBlood	ROM
858	2014	"Hannon,Irene"	OnePerfectSpring	ROM
859	2014	"Harber,Cristin"	SweetGirl	ROM
860	2014	"Harlow,Melanie"	Forked	ROM
861	2014	"Harlow,Melanie"	Frenched	ROM
862	2014	"Holden,Kim"	BrightSide	ROM
863	2014	"Hoover,Colleen"	MaybeSomeday	ROM
864	2014	"Hoover,Colleen"	UglyLove	ROM
865	2014	"Ione,Larissa"	Azagoth	ROM
866	2014	"James,Elle"	SEALsEmbrace	ROM
867	2014	"Jewel,Bella"	TilDeathVolumeOne	ROM
868	2014	"Langston,K"	UntilYoureMine	ROM
869	2014	"Lauren,Christina"	SweetFilthyBoy	ROM
870	2014	"Leigh,Melinda"	HourofNeed	ROM
871	2014	"LoveWins,Bella"	CabinHeat	ROM
872	2014	"Lund,SE"	TheAgreement	ROM
873	2014	"Maxlyn,Amanda"	WhatsLeftofMe	ROM
874	2014	"McLean,Jay"	MoreThanHim	ROM
875	2014	"Mercier,Anne"	FallingDown	ROM
876	2014	"Netzel,AC"	TheCasualRule	ROM
877	2014	"Noble,Olivia"	DeadlyLust	ROM
878	2014	"Noble,Olivia"	SecretsExposed	ROM
879	2014	"Noble,Olivia"	ThePrivateRoom	ROM
880	2014	"Phillips,Carly"	DaretoDesire	ROM
881	2014	"Raine,Alice"	TheDarknessWithinHim	ROM
882	2014	"Savage,Shay"	Transcendence	ROM
883	2014	"Scott,Kylie"	Play	ROM
884	2014	"Sheridan,Mia"	ArchersVoice	ROM
885	2014	"Singh,Nalini"	ShieldofWinter	ROM
886	2014	"StClaire,Roxanne"	BarefootinWhite	ROM
887	2014	"Torre,Alessandra"	BlackLies	ROM
888	2014	"Ward,JR"	TheKing	ROM
889	2014	"Ward,Penelope"	StepbrotherDearest	ROM
890	2014	"Wilder,Jasinda"	FallingAway	ROM
891	2014	"Wright,Cynthia"	SmugglersMoon	ROM
892	2014	"York,Zoe"	LoveinaSmallTown	ROM
893	2014	"Young,Samantha"	BeforeJamaicaLane	ROM
894	2014	"Zanders,Abbie"	DangerousSecrets	ROM
895	2015	"Alexander,Victoria"	TheDaringExploitsofaRunawayHeiress	ROM
896	2015	"Armentrout,JenniferL"	FallWithMe	ROM
897	2015	"Ashley,Jennifer"	Grant	ROM
898	2015	"Bladon,Deborah"	CHANCE	ROM
899	2015	"Bladon,Deborah"	EMBER	ROM
900	2015	"Blair,EK"	Echo	ROM
901	2015	"Bowen,Sarina"	ShootingFortheStars	ROM
902	2015	"Boyd,Natasha"	DeepBlueEternity	ROM
903	2015	"Brent,Cora"	Unruly	ROM
904	2015	"Bruhns,Nina"	DangerousCurves	ROM
905	2015	"Callihan,Kristen"	TheFriendZone	ROM
906	2015	"Carmack,Cora"	AllPlayedOut	ROM
907	2015	"Carter,Mina"	TheMistresstakesaMate	ROM
908	2015	"Clare,Jessica"	LastKiss	ROM
909	2015	"Cole,Courtney"	VERUM	ROM
910	2015	"Cole,Kresley"	TheMaster	ROM
911	2015	"Cooper,JS"	OneNightStand	ROM
912	2015	"Crews,Caitlin"	GreeksLastRedemption	ROM
913	2015	"Cross,Kaylea"	CollateralDamage	ROM
914	2015	"Crownover,Jay"	Asa	ROM
915	2015	"Cruise,Marilyn"	TheBlackChapel	ROM
916	2015	"Douglas,Penelope"	FallingAway	ROM
917	2015	"Edwards,Nicole"	Brendon	ROM
918	2015	"Edwards,Nicole"	Sawyer	ROM
919	2015	"Elliot,Kendra"	Bridged	ROM
920	2015	"Elliott,Kelly"	HoldingYou	ROM
921	2015	"Feehan,Christine"	CatsLair	ROM
922	2015	"Fisher,Tarryn"	Marrow	ROM
923	2015	"Foor,Jennifer"	Binge	ROM
924	2015	"Ford,Hannah"	WhatHeFights	ROM
925	2015	"Frank,Ella"	Trust	ROM
926	2015	"Frost,Jeaniene"	BoundByFlames	ROM
927	2015	"Glines,Abbi"	WhenImGone	ROM
928	2015	"Halle,Karina"	WhereSeaMeetsSky	ROM
929	2015	"Harlow,Melanie"	Floored	ROM
930	2015	"Harlow,Melanie"	Frenched	ROM
931	2015	"Harper,ES"	UnexpectedFate	ROM
932	2015	"Harrison,Thea"	MidnightsKiss	ROM
933	2015	"Hart,Emma"	DirtyPast	ROM
934	2015	"Hawk,Chloe"	StepbrotherProtects	ROM
935	2015	"Hewitt,Kate"	MarakaiosMarriage	ROM
936	2015	"Hunting,Helena"	PUCKED	ROM
937	2015	"Jackson,AL"	ComeToMeRecklessly	ROM
938	2015	"Jagger,Eve"	Hard	ROM
939	2015	"James,Nicole"	WOLF	ROM
940	2015	"Jewel,Bella"	TilDeath	ROM
941	2015	"Jewel,Bella"	TilDeathVolumeTwo	ROM
942	2015	"Kennedy,Elle"	FlashFire	ROM
943	2015	"Kennedy,Elle"	TheDeal	ROM
944	2015	"Kennedy,Elle"	TheMistake	ROM
945	2015	"King,CM"	ICherishYourHeart	ROM
946	2015	"Lain,Tara"	KnightofOceanAvenue	ROM
947	2015	"Leighten,M"	PocketfulofSand	ROM
948	2015	"Lewis,RJ"	Carter	ROM
949	2015	"Lewis,RJ"	Leah	ROM
950	2015	"Linde,KA"	Diamonds	ROM
951	2015	"Lynn,Michelle"	LoveSurfaced	ROM
952	2015	"Lynn,Sandi"	HisProposedDeal	ROM
953	2015	"Lynn,Sandi"	LoveLust&AMillionaire	ROM
954	2015	"Mabie,M"	Sail	ROM
955	2015	"MacLean,Julianne"	TheColorofJoy	ROM
956	2015	"Macomber,Debbie"	BackonBlossomStreet	ROM
957	2015	"Malpas,JodiEllen"	OneNightUnveiled	ROM
958	2015	"Martin,Lex"	KissingMadeline	ROM
959	2015	"Mathewson,RL"	DoubleDare	ROM
960	2015	"McLaughlin,Heidi"	ChooseMe	ROM
961	2015	"McLean,Jay"	WhereTheRoadTakesMe	ROM
962	2015	"Mead,Richelle"	TheRubyCircle	ROM
963	2015	"Medley,Lisa"	Reap&Repent	ROM
964	2015	"Meyer,Marie"	AcrosstheDistance	ROM
965	2015	"Meyer,Tijan"	CarterReed2	ROM
966	2015	"Michaels,Jess"	TheWidowWager	ROM
967	2015	"Michele,Beth"	FortheLoveofRaindrops	ROM
968	2015	"Moning,KarenMarie"	Burned	ROM
969	2015	"Morey,Trish"	CaptiveofKadar	ROM
970	2015	"Mosteller,MistiD"	TheFatRules	ROM
971	2015	"Nissenson,Janet"	Shattered	ROM
972	2015	"Pierce,M"	AfterDark	ROM
973	2015	"Proby,Kristen"	EasyLove	ROM
974	2015	"Raeder,Leah"	BlackIris	ROM
975	2015	"Reid,Stacy"	SinsofaDuke	ROM
976	2015	"Reilly,Cora"	BoundByHatred	ROM
977	2015	"Reynolds,AuroraRose"	UntilJuly	ROM
978	2015	"Ritchie,Krista"	FuelTheFire	ROM
979	2015	"Roberts,Nora"	TheLiar	ROM
980	2015	"Ryan,Kaylee"	JustSayWhen	ROM
981	2015	"Ryan,Kendall"	TheGentlemanMentor	ROM
982	2015	"Scott,Ginger"	WildReckless	ROM
983	2015	"Scott,JS"	NoOrdinaryBillionaire	ROM
984	2015	"Shea,Rebecca"	BrokenbyLies	ROM
985	2015	"Silver,Jordan"	TheCrush	ROM
986	2015	"Silver,Jordan"	TheSoccerMomsBadBoy	ROM
987	2015	"Sivec,Tara"	WorththeTrip	ROM
